Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado - Acumulado Jan-Nov/2015;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;
146;09.516.419;BANCO ORIGINAL DO AGRONEGÓCIO S.A.;;;;; 3 ; 3 ; 19 ; 2.204 ; 22 ; 2.207 ; 42 ; 12.984.552 ; 21 ; 12.981.820 ; 63 ; 25.966.372 ; 85 ; 25.968.579 ;
147;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 1.447 ; 5.729.164 ; 1.928 ; 12.625.568 ; 3.375 ; 18.354.732 ; 939 ; 7.058.112 ; 3 ; 90.000 ; 942 ; 7.148.112 ; 4.317 ; 25.502.844 ;
148;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 6 ; 103.519 ; 75 ; 231.879 ; 2.256 ; 11.854.663 ; 2.337 ; 12.190.061 ; 1.765 ; 11.799.049 ; 12 ; 70.627 ; 1.777 ; 11.869.676 ; 4.114 ; 24.059.737 ;
149;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 6 ; 94.012 ; 333 ; 330.824 ; 7.365 ; 11.434.297 ; 7.704 ; 11.859.132 ; 1.117 ; 11.295.955 ; 4 ; 52.345 ; 1.121 ; 11.348.300 ; 8.825 ; 23.207.433 ;
150;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 1.213 ; 3.653.560 ; 2.646 ; 11.440.803 ; 3.859 ; 15.094.364 ; 710 ; 7.833.815 ; 2 ; 72.054 ; 712 ; 7.905.869 ; 4.571 ; 23.000.233 ;
151;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 155 ; 237.008 ; 1.689 ; 10.440.094 ; 1.844 ; 10.677.102 ; 1.427 ; 10.447.341 ; 40 ; 230.900 ; 1.467 ; 10.678.241 ; 3.311 ; 21.355.343 ;
152;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 1.153 ; 5.511.446 ; 1.546 ; 9.724.716 ; 2.699 ; 15.236.162 ; 493 ; 4.555.773 ; 32 ; 356.904 ; 525 ; 4.912.677 ; 3.224 ; 20.148.839 ;
153;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S/A;;;;; 18 ; 5.270.146 ; 57 ; 5.062.254 ; 75 ; 10.332.400 ; 3 ; 5.100.000 ; 3 ; 3.455.549 ; 6 ; 8.555.549 ; 81 ; 18.887.949 ;
154;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;; 3 ; 18.271 ; 3.699 ; 2.028.278 ; 10.978 ; 9.338.130 ; 14.680 ; 11.384.679 ; 826 ; 7.353.801 ; 2 ; 31.243 ; 828 ; 7.385.044 ; 15.508 ; 18.769.723 ;
155;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 542 ; 688.807 ; 4.354 ; 8.074.861 ; 4.896 ; 8.763.668 ; 765 ; 7.436.250 ; 5 ; 66.000 ; 770 ; 7.502.250 ; 5.666 ; 16.265.918 ;
156;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 1.385 ; 868.205 ; 5.980 ; 7.877.038 ; 7.365 ; 8.745.243 ; 1.435 ; 6.979.965 ; 1 ; 8.561 ; 1.436 ; 6.988.526 ; 8.801 ; 15.733.770 ;
157;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 2.441 ; 6.149.391 ; 2.418 ; 6.627.250 ; 4.859 ; 12.776.642 ; 166 ; 875.452 ; 16 ; 192.943 ; 182 ; 1.068.394 ; 5.041 ; 13.845.036 ;
158;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;; 3 ; 87.500 ; 1.106 ; 2.384.916 ; 1.866 ; 6.695.508 ; 2.975 ; 9.167.924 ; 759 ; 4.406.401 ; 3 ; 18.270 ; 762 ; 4.424.671 ; 3.737 ; 13.592.595 ;
159;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 833 ; 597.791 ; 3.289 ; 6.643.352 ; 4.122 ; 7.241.143 ; 505 ; 6.061.941 ; 5 ; 13.594 ; 510 ; 6.075.535 ; 4.632 ; 13.316.677 ;
160;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 6.147 ; 3.014.310 ; 8.176 ; 6.463.660 ; 14.323 ; 9.477.971 ; 269 ; 3.435.508 ; 1 ; 3.032 ; 270 ; 3.438.540 ; 14.593 ; 12.916.511 ;
161;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 52 ; 1.064.465 ; 80 ; 2.751.718 ; 14 ; 500.962 ; 340 ; 1.624.667 ; 486 ; 5.941.812 ; 149 ; 4.369.437 ; 62 ; 1.547.222 ; 211 ; 5.916.659 ; 697 ; 11.858.471 ;
162;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 10 ; 139.205 ; 63 ; 819.994 ; 57 ; 780.166 ; 392 ; 3.607.214 ; 522 ; 5.346.580 ; 354 ; 3.983.546 ; 33 ; 451.679 ; 387 ; 4.435.225 ; 909 ; 9.781.805 ;
163;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;;; 3 ; 44.990 ; 4 ; 4.573.051 ; 16 ; 2.560.913 ; 23 ; 7.178.953 ; 8 ; 124.039 ; 3 ; 2.075.659 ; 11 ; 2.199.699 ; 34 ; 9.378.652 ;
164;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;; 27 ; 5.347.443 ; 26 ; 173.912 ; 53 ; 5.521.355 ; 1 ; 106.700 ; 2 ; 2.818.934 ; 3 ; 2.925.634 ; 56 ; 8.446.989 ;
165;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 161 ; 142.937 ; 1.746 ; 4.052.790 ; 1.907 ; 4.195.727 ; 556 ; 3.905.964 ; 3 ; 1.314 ; 559 ; 3.907.278 ; 2.466 ; 8.103.005 ;
166;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 642 ; 477.105 ; 1.206 ; 3.549.725 ; 1.848 ; 4.026.829 ; 248 ; 3.294.488 ; 12 ; 219.000 ; 260 ; 3.513.488 ; 2.108 ; 7.540.317 ;
167;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 3 ; 44.067 ; 50 ; 1.465.865 ; 774 ; 2.101.410 ; 827 ; 3.611.342 ; 271 ; 2.211.154 ; 20 ; 1.525.839 ; 291 ; 3.736.992 ; 1.118 ; 7.348.334 ;
168;05.816.451;BRASIL PLURAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 29 ; 1.277.685 ; 14 ; 664.152 ; 76 ; 1.460.565 ; 119 ; 3.402.402 ; 77 ; 2.768.707 ; 17 ; 693.995 ; 94 ; 3.462.702 ; 213 ; 6.865.104 ;
169;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;;;; 426 ; 750.266 ; 59 ; 2.389.280 ; 485 ; 3.139.547 ; 7 ; 2.550.000 ; 4 ; 800.000 ; 11 ; 3.350.000 ; 496 ; 6.489.547 ;
170;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;;; 19 ; 95.687 ; 238 ; 1.054.266 ; 1.520 ; 2.023.546 ; 1.777 ; 3.173.499 ; 776 ; 1.975.334 ; 70 ; 903.726 ; 846 ; 2.879.060 ; 2.623 ; 6.052.559 ;
171;16.657.210;CHLOE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 200 ; 118.470 ; 3.066 ; 2.668.161 ; 3.266 ; 2.786.631 ; 521 ; 2.537.028 ; 2 ; 9.928 ; 523 ; 2.546.956 ; 3.789 ; 5.333.588 ;
172;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;;;; 297 ; 269.660 ; 770 ; 2.496.401 ; 1.067 ; 2.766.060 ; 299 ; 2.191.994 ; 6 ; 15.943 ; 305 ; 2.207.937 ; 1.372 ; 4.973.997 ;
173;21.148.439;SEALANDAIR CORRETORA DE CÂMBIO LTDA.;;;;; 47 ; 29.100 ; 1.618 ; 1.719.488 ; 1.665 ; 1.748.587 ; 83 ; 1.732.556 ;;; 83 ; 1.732.556 ; 1.748 ; 3.481.144 ;
174;14.652.687;CAMBIALL CASH CORRETORA DE CÂMBIO LTDA.;;;;; 2.621 ; 1.382.909 ; 2.658 ; 1.588.692 ; 5.279 ; 2.971.600 ; 24 ; 204.026 ;;; 24 ; 204.026 ; 5.303 ; 3.175.626 ;
175;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 21.204 ; 7 ; 221.737 ; 6 ; 18.526 ; 135 ; 1.033.711 ; 149 ; 1.295.178 ; 131 ; 1.255.448 ; 7 ; 39.730 ; 138 ; 1.295.178 ; 287 ; 2.590.355 ;
176;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;; 23 ; 1.278.125 ; 47 ; 629.345 ; 70 ; 1.907.470 ; 1 ; 165.300 ; 1 ; 173.204 ; 2 ; 338.504 ; 72 ; 2.245.974 ;
177;09.512.542;CODEPE - CORRETORA DE VALORES S.A.;;;;;;; 21 ; 36.996 ; 21 ; 36.996 ; 49 ; 251.996 ; 34 ; 220.000 ; 83 ; 471.996 ; 104 ; 508.993 ;
178;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA.;;;;; 18 ; 9.748 ; 112 ; 161.682 ; 130 ; 171.430 ; 18 ; 132.723 ; 2 ; 3.049 ; 20 ; 135.772 ; 150 ; 307.202 ;
179;40.161.713;POSITIVA CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;;;; 19 ; 141.950 ; 19 ; 141.950 ; 13 ; 141.650 ;;; 13 ; 141.650 ; 32 ; 283.599 ;
180;09.391.857;BANCO AZTECA DO BRASIL S.A.;;;;; 8 ; 2.080 ; 18 ; 19.909 ; 26 ; 21.989 ;;; 1 ; 97.000 ; 1 ; 97.000 ; 27 ; 118.989 ;
181;33.042.953;CITIBANK N.A.;;;;; 13 ; 5.415 ; 32 ; 32.499 ; 45 ; 37.914 ;;;;; -   ; -   ; 45 ; 37.914 ;
182;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;;;; 4 ; 17.066 ; 4 ; 17.066 ; 4 ; 17.066 ;;; 4 ; 17.066 ; 8 ; 34.132 ;
183;17.298.092;BANCO ITAÚ BBA S.A.;;;;;;;;; -   ; -   ; 1 ; 8.420 ;;; 1 ; 8.420 ; 1 ; 8.420 ;
184;58.497.702;BANCO INTERCAP S.A.;;;;;;; 1 ; 618 ; 1 ; 618 ;;;;; -   ; -   ; 1 ; 618 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 380.894 ; 164.996.211.730 ; 1.071.518 ; 144.064.155.824 ; 1.821.661 ; 476.260.380.661 ; 2.573.610 ; 486.533.216.632 ; 5.847.683 ; 1.271.853.964.846 ; 455.420 ; 627.910.936.326 ; 455.420 ; 627.989.709.749 ; 910.840 ; 1.255.900.646.075 ; 6.758.523 ; 2.527.754.610.921 ;
"Fonte: Sistema Câmbio; Dados extraídos em: 09.12.2015";;;;;;;;;;;;;;;;;;;;;
