Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Mai/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
140;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 418 ; 1.141.817 ; 1.322 ; 10.791.052 ; 1.740 ; 11.932.870 ; 430 ; 9.657.022 ; 2 ; 2.598 ; 432,0 ; 9.659.619,8 ; 2.172 ; 21.592.489 ;
141;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 104 ; 710.810 ; 38 ; 1.327.926 ; 478 ; 1.857.785 ; 2.890 ; 8.035.025 ; 3.510 ; 11.931.547 ; 469 ; 7.278.565 ; 11 ; 464.093 ; 480,0 ; 7.742.657,4 ; 3.990 ; 19.674.204 ;
142;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 1.268 ; 1.616.792 ; 1.438 ; 9.276.145 ; 2.706 ; 10.892.936 ; 400 ; 7.670.221 ;;; 400,0 ; 7.670.220,9 ; 3.106 ; 18.563.157 ;
143;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;; 3 ; 9.159 ; 58 ; 104.841 ; 3.323 ; 7.204.086 ; 3.384 ; 7.318.086 ; 500 ; 7.203.065 ; 8 ; 61.946 ; 508,0 ; 7.265.010,2 ; 3.892 ; 14.583.097 ;
144;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 617 ; 437.008 ; 3.741 ; 5.873.552 ; 4.358 ; 6.310.560 ; 836 ; 5.463.710 ;;; 836,0 ; 5.463.710,5 ; 5.194 ; 11.774.270 ;
145;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;; 1 ; 10.056 ; 6 ; 12.276 ; 676 ; 5.688.278 ; 683 ; 5.710.610 ; 613 ; 5.775.426 ; 3 ; 92.042 ; 616,0 ; 5.867.467,9 ; 1.299 ; 11.578.078 ;
146;58.497.702;BANCO INTERCAP S.A.;;;;; 1 ; 151 ; 9 ; 193.613 ; 10 ; 193.764 ; 1 ; 9.000.000 ; 2 ; 1.250.000 ; 3,0 ; 10.250.000,0 ; 13 ; 10.443.764 ;
147;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;;;; 1.856 ; 1.640.507 ; 3.826 ; 4.917.773 ; 5.682 ; 6.558.281 ; 283 ; 3.279.485 ;;; 283,0 ; 3.279.484,5 ; 5.965 ; 9.837.765 ;
148;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 189 ; 373.229 ; 2.096 ; 4.858.815 ; 2.285 ; 5.232.045 ; 319 ; 4.547.670 ;;; 319,0 ; 4.547.670,1 ; 2.604 ; 9.779.715 ;
149;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 358 ; 522.558 ; 733 ; 4.759.978 ; 1.091 ; 5.282.535 ; 411 ; 4.262.819 ;;; 411,0 ; 4.262.818,5 ; 1.502 ; 9.545.354 ;
150;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 14.945 ; 242 ; 3.501.441 ; 20 ; 581.308 ; 151 ; 547.650 ; 414 ; 4.645.344 ; 294 ; 3.856.756 ; 12 ; 406.085 ; 306,0 ; 4.262.841,2 ; 720 ; 8.908.186 ;
151;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 249 ; 155.760 ; 1.587 ; 4.237.294 ; 1.836 ; 4.393.054 ; 276 ; 4.145.506 ; 3 ; 370 ; 279,0 ; 4.145.876,0 ; 2.115 ; 8.538.930 ;
152;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 41 ; 1.215.059 ; 9 ; 149.779 ; 223 ; 2.751.197 ; 273 ; 4.116.035 ; 150 ; 4.117.930 ; 7 ; 141.135 ; 157,0 ; 4.259.064,5 ; 430 ; 8.375.099 ;
153;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 82 ; 158.442 ; 1.485 ; 3.778.259 ; 1.567 ; 3.936.701 ; 325 ; 3.747.947 ; 10 ; 96.331 ; 335,0 ; 3.844.278,2 ; 1.902 ; 7.780.979 ;
154;12.392.983;MIRAE ASSET SECURITIES (BRASIL) CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 1 ; 1.830 ; 186 ; 3.843.745 ; 187 ; 3.845.575 ; 108 ; 3.843.745 ; 1 ; 1.830 ; 109,0 ; 3.845.575,3 ; 296 ; 7.691.151 ;
155;33.124.959;BANCO RURAL S.A.;;;;; 3 ; 13.031 ; 18 ; 6.572.807 ; 21 ; 6.585.838 ; 21 ; 457.460 ; 22 ; 477.966 ; 43,0 ; 935.426,2 ; 64 ; 7.521.264 ;
156;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 188 ; 92.681 ; 3.714 ; 3.184.605 ; 3.902 ; 3.277.286 ; 449 ; 3.180.057 ;;; 449,0 ; 3.180.056,8 ; 4.351 ; 6.457.343 ;
157;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 948 ; 644.198 ; 3.456 ; 3.164.526 ; 4.404 ; 3.808.724 ; 120 ; 2.581.520 ;;; 120,0 ; 2.581.520,0 ; 4.524 ; 6.390.244 ;
158;09.274.232;NATIXIS BRASIL S.A. BANCO MÈLTIPLO; 2 ; 1.340.539 ;;; 6 ; 2.373.771 ; 12 ; 80.107 ; 20 ; 3.794.417 ;;; 3 ; 2.200.000 ; 3,0 ; 2.200.000,0 ; 23 ; 5.994.417 ;
159;50.585.090;BCV - BANCO DE CRêDITO E VAREJO S/A;;;;; 7 ; 1.045.602 ; 19 ; 2.626.681 ; 26 ; 3.672.284 ; 1 ; 500.000 ; 1 ; 1.044.065 ; 2,0 ; 1.544.064,9 ; 28 ; 5.216.349 ;
160;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 2 ; 40.990 ; 43 ; 587.269 ; 15 ; 144.206 ; 242 ; 1.653.750 ; 302 ; 2.426.215 ; 220 ; 2.069.955 ; 2 ; 27.830 ; 222,0 ; 2.097.784,3 ; 524 ; 4.523.999 ;
161;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 1 ; 7.639 ; 214 ; 443.193 ; 29 ; 1.785.526 ; 244 ; 2.236.358 ; 2 ; 1.700.000 ; 2 ; 500.000 ; 4,0 ; 2.200.000,0 ; 248 ; 4.436.358 ;
162;14.388.334;PARANµ BANCO S.A.; 2 ; 2.000.000 ;;; 1 ; 665 ; 5 ; 6.859 ; 8 ; 2.007.525 ; 2 ; 350.000 ; 2 ; 2.000.000 ; 4,0 ; 2.350.000,0 ; 12 ; 4.357.525 ;
163;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 93 ; 115.183 ; 689 ; 1.937.059 ; 782 ; 2.052.242 ; 209 ; 1.808.400 ; 4 ; 1.085 ; 213,0 ; 1.809.485,0 ; 995 ; 3.861.727 ;
164;15.077.393;MEGA CORRETORA DE C∂MBIO LTDA.;;;;; 172 ; 170.347 ; 387 ; 1.703.700 ; 559 ; 1.874.048 ; 231 ; 1.559.661 ; 4 ; 1.499 ; 235,0 ; 1.561.160,3 ; 794 ; 3.435.208 ;
165;07.333.726;ONNIX CORRETORA DE C∂MBIO LTDA.; 2 ; 18.952 ; 8 ; 88.997 ; 147 ; 310.750 ; 906 ; 1.446.716 ; 1.063 ; 1.865.414 ; 352 ; 1.362.386 ; 26 ; 155.458 ; 378,0 ; 1.517.843,7 ; 1.441 ; 3.383.258 ;
166;04.913.711;BANCO DO ESTADO DO PARµ S.A.; 8 ; 72.120 ;;; 81 ; 46.594 ; 271 ; 1.013.056 ; 360 ; 1.131.770 ; 9 ; 1.337.513 ; 1 ; 553 ; 10,0 ; 1.338.066,3 ; 370 ; 2.469.836 ;
167;14.652.687;CAMBIALL CASH CORRETORA DE C∂MBIO LTDA.;;;;; 1.347 ; 758.270 ; 1.502 ; 1.177.646 ; 2.849 ; 1.935.916 ; 34 ; 413.157 ; 2 ; 21.922 ; 36,0 ; 435.078,9 ; 2.885 ; 2.370.995 ;
168;34.266.668;KRAUS - SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 94 ; 216.646 ; 215 ; 1.054.937 ; 309 ; 1.271.583 ; 54 ; 842.364 ;;; 54,0 ; 842.364,3 ; 363 ; 2.113.947 ;
169;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA.;;;;; 36 ; 27.437 ; 167 ; 349.336 ; 203 ; 376.773 ; 24 ; 284.884 ;;; 24,0 ; 284.884,2 ; 227 ; 661.657 ;
170;62.280.490;DIBRAN DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;;;; 91 ; 308.380 ; 91 ; 308.380 ; 71 ; 318.101 ;;; 71,0 ; 318.101,2 ; 162 ; 626.481 ;
171;04.866.275;BANCO STANDARD DE INVESTIMENTOS S.A.;;;;; 2 ; 10 ; 5 ; 991 ; 7 ; 1.001 ;;; 1 ; 446.966 ; 1,0 ; 446.966,1 ; 8 ; 447.967 ;
172;17.312.661;AMARIL FRANKLIN CORRETORA DE T÷TULOS E VALORES LTDA;;; 2 ; 39.730 ;;; 32 ; 80.410 ; 34 ; 120.140 ; 7 ; 155.491 ;;; 7,0 ; 155.490,8 ; 41 ; 275.631 ;
173;09.512.542;CODEPE - CORRETORA DE VALORES S.A.;;;;;;; 14 ; 42.121 ; 14 ; 42.121 ; 12 ; 51.868 ;;; 12,0 ; 51.867,8 ; 26 ; 93.988 ;
174;34.666.362;MONOP‡LIO CORRETORA DE C∂MBIO LTDA.;;;;; 25 ; 56.771 ; 14 ; 14.330 ; 39 ; 71.101 ;;;;; -   ; -   ; 39 ; 71.101 ;
175;18.520.834;UBS BRASIL BANCO DE INVESTIMENTO S.A.;;;;;;; 1 ; 34.908 ; 1 ; 34.908 ; 1 ; 34.908 ;;; 1,0 ; 34.907,7 ; 2 ; 69.815 ;
176;40.161.713;NSG POSITIVA CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;;;; 11 ; 28.480 ; 11 ; 28.480 ; 6 ; 28.880 ;;; 6,0 ; 28.880,0 ; 17 ; 57.360 ;
177;09.391.857;BANCO AZTECA DO BRASIL S.A.;;;;; 6 ; 1.115 ; 9 ; 8.815 ; 15 ; 9.930 ; 1 ; 40.000 ;;; 1,0 ; 40.000,0 ; 16 ; 49.930 ;
178;33.042.953;CITIBANK N.A.;;;;; 5 ; 1.862 ; 15 ; 23.963 ;;;;;;;;;;;
179;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 10 ; 11.488 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 172.998 ; 98.117.755.929 ; 547.551 ; 91.549.407.281 ; 725.826 ; 202.678.677.310 ; 1.321.306 ; 205.920.936.049 ; 2.767.681 ; 598.266.776.570 ; 195.975 ; 324.344.384.493 ; 195.975 ; 324.373.905.987 ; 391.950 ; 648.718.290.480 ; 3.159.631 ; 1.246.985.067.050 ;
"Fonte: Sistema CÉmbio; Dados extra°dos em: 09.06.2014";;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbanc†rio incluem os registros de contratos de Arbitragens no Pa°s (conta-fato 80), no Exterior (conta-fato 83) e Operaá‰es com o BC ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
