Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Abr/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
145;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 516 ; 375.691 ; 3.053 ; 4.758.564 ; 3.569 ; 5.134.255 ; 679 ; 4.402.129 ;;; 679,0 ; 4.402.129,3 ; 4.248 ; 9.536.384 ;
146;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;; 1 ; 10.056 ; 5 ; 11.346 ; 524 ; 4.378.543 ; 530 ; 4.399.944 ; 478 ; 4.377.667 ; 2 ; 3.091 ; 480,0 ; 4.380.757,8 ; 1.010 ; 8.780.702 ;
147;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;;;; 1.618 ; 1.353.260 ; 3.140 ; 3.953.316 ; 4.758 ; 5.306.576 ; 223 ; 2.596.998 ;;; 223,0 ; 2.596.998,3 ; 4.981 ; 7.903.574 ;
148;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 294 ; 418.715 ; 607 ; 3.839.348 ; 901 ; 4.258.063 ; 326 ; 3.393.515 ;;; 326,0 ; 3.393.514,7 ; 1.227 ; 7.651.578 ;
149;33.124.959;BANCO RURAL S.A.;;;;; 3 ; 13.031 ; 18 ; 6.572.807 ; 21 ; 6.585.838 ; 21 ; 457.460 ; 22 ; 477.966 ; 43,0 ; 935.426,2 ; 64 ; 7.521.264 ;
150;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 153 ; 282.164 ; 1.643 ; 3.702.133 ; 1.796 ; 3.984.297 ; 257 ; 3.485.494 ;;; 257,0 ; 3.485.493,7 ; 2.053 ; 7.469.791 ;
151;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 14.945 ; 188 ; 2.565.445 ; 16 ; 522.204 ; 116 ; 429.849 ; 321 ; 3.532.444 ; 221 ; 2.848.057 ; 11 ; 392.030 ; 232,0 ; 3.240.086,4 ; 553 ; 6.772.530 ;
152;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 211 ; 144.276 ; 1.206 ; 3.280.974 ; 1.417 ; 3.425.250 ; 218 ; 3.159.428 ; 1 ; 41 ; 219,0 ; 3.159.468,3 ; 1.636 ; 6.584.718 ;
153;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 32 ; 1.054.613 ; 7 ; 73.779 ; 163 ; 2.003.279 ; 202 ; 3.131.672 ; 109 ; 3.237.748 ; 6 ; 65.697 ; 115,0 ; 3.303.444,3 ; 317 ; 6.435.116 ;
154;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 64 ; 91.988 ; 1.203 ; 2.973.861 ; 1.267 ; 3.065.849 ; 271 ; 2.982.634 ; 8 ; 42.881 ; 279,0 ; 3.025.514,8 ; 1.546 ; 6.091.364 ;
155;12.392.983;MIRAE ASSET SECURITIES (BRASIL) CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;;;; 140 ; 2.940.086 ; 140 ; 2.940.086 ; 84 ; 2.940.086 ;;; 84,0 ; 2.940.086,4 ; 224 ; 5.880.173 ;
156;09.274.232;NATIXIS BRASIL S.A. BANCO MÈLTIPLO; 2 ; 1.340.539 ;;; 4 ; 2.205.401 ; 11 ; 80.043 ; 17 ; 3.625.983 ;;; 2 ; 1.700.000 ; 2,0 ; 1.700.000,0 ; 19 ; 5.325.983 ;
157;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 171 ; 78.090 ; 3.108 ; 2.609.788 ; 3.279 ; 2.687.878 ; 372 ; 2.621.670 ;;; 372,0 ; 2.621.669,7 ; 3.651 ; 5.309.548 ;
158;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 863 ; 571.635 ; 2.557 ; 2.284.054 ; 3.420 ; 2.855.689 ; 87 ; 1.786.301 ;;; 87,0 ; 1.786.301,2 ; 3.507 ; 4.641.990 ;
159;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 1 ; 7.639 ; 172 ; 396.921 ; 20 ; 1.702.762 ; 193 ; 2.107.322 ; 2 ; 1.700.000 ; 2 ; 500.000 ; 4,0 ; 2.200.000,0 ; 197 ; 4.307.322 ;
160;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 2 ; 40.990 ; 31 ; 385.325 ; 12 ; 115.277 ; 193 ; 1.315.160 ; 238 ; 1.856.751 ; 176 ; 1.554.659 ; 1 ; 19.990 ; 177,0 ; 1.574.648,9 ; 415 ; 3.431.400 ;
161;07.333.726;ONNIX CORRETORA DE C∂MBIO LTDA.; 2 ; 18.952 ; 8 ; 88.997 ; 112 ; 241.237 ; 745 ; 1.197.634 ; 867 ; 1.546.820 ; 286 ; 1.144.466 ; 21 ; 113.118 ; 307,0 ; 1.257.584,2 ; 1.174 ; 2.804.404 ;
162;15.077.393;MEGA CORRETORA DE C∂MBIO LTDA.;;;;; 130 ; 113.881 ; 309 ; 1.346.899 ; 439 ; 1.460.780 ; 183 ; 1.239.771 ; 3 ; 1.426 ; 186,0 ; 1.241.196,3 ; 625 ; 2.701.976 ;
163;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 77 ; 92.578 ; 523 ; 1.141.851 ; 600 ; 1.234.429 ; 158 ; 1.046.207 ; 3 ; 1.051 ; 161,0 ; 1.047.258,6 ; 761 ; 2.281.688 ;
164;14.388.334;PARANµ BANCO S.A.; 1 ; 1.000.000 ;;; 1 ; 665 ; 5 ; 6.859 ; 7 ; 1.007.525 ; 1 ; 50.000 ; 1 ; 1.000.000 ; 2,0 ; 1.050.000,0 ; 9 ; 2.057.525 ;
165;04.913.711;BANCO DO ESTADO DO PARµ S.A.; 5 ; 58.611 ;;; 64 ; 36.774 ; 194 ; 744.032 ; 263 ; 839.417 ; 7 ; 1.100.413 ; 1 ; 553 ; 8,0 ; 1.100.966,3 ; 271 ; 1.940.384 ;
166;14.652.687;CAMBIALL CASH CORRETORA DE C∂MBIO LTDA.;;;;; 1.063 ; 584.004 ; 1.231 ; 963.432 ; 2.294 ; 1.547.436 ; 32 ; 355.639 ; 2 ; 21.922 ; 34,0 ; 377.560,9 ; 2.328 ; 1.924.996 ;
167;34.266.668;KRAUS - SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 76 ; 170.563 ; 180 ; 851.569 ; 256 ; 1.022.132 ; 44 ; 676.024 ;;; 44,0 ; 676.023,5 ; 300 ; 1.698.155 ;
168;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA.;;;;; 26 ; 17.491 ; 129 ; 286.063 ; 155 ; 303.554 ; 18 ; 226.593 ;;; 18,0 ; 226.592,6 ; 173 ; 530.146 ;
169;62.280.490;DIBRAN DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;;;; 68 ; 249.258 ; 68 ; 249.258 ; 54 ; 253.247 ;;; 54,0 ; 253.247,3 ; 122 ; 502.505 ;
170;50.585.090;BCV - BANCO DE CRêDITO E VAREJO S/A;;;;; 2 ; 784 ; 14 ; 454.254 ; 16 ; 455.037 ;;;;; -   ; -   ; 16 ; 455.037 ;
171;04.866.275;BANCO STANDARD DE INVESTIMENTOS S.A.;;;;; 2 ; 10 ; 5 ; 991 ; 7 ; 1.001 ;;; 1 ; 446.966 ; 1,0 ; 446.966,1 ; 8 ; 447.967 ;
172;17.312.661;AMARIL FRANKLIN CORRETORA DE T÷TULOS E VALORES LTDA;;; 1 ; 20.800 ;;; 16 ; 41.202 ; 17 ; 62.002 ; 6 ; 136.561 ;;; 6,0 ; 136.560,8 ; 23 ; 198.563 ;
173;09.512.542;CODEPE - CORRETORA DE VALORES S.A.;;;;;;; 13 ; 38.746 ; 13 ; 38.746 ; 11 ; 48.493 ;;; 11,0 ; 48.493,4 ; 24 ; 87.240 ;
174;40.161.713;NSG POSITIVA CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;;;; 10 ; 28.430 ; 10 ; 28.430 ; 5 ; 28.180 ;;; 5,0 ; 28.180,0 ; 15 ; 56.610 ;
175;09.391.857;BANCO AZTECA DO BRASIL S.A.;;;;; 4 ; 115 ; 4 ; 115 ; 8 ; 230 ; 1 ; 40.000 ;;; 1,0 ; 40.000,0 ; 9 ; 40.230 ;
176;33.042.953;CITIBANK N.A.;;;;; 4 ; 1.412 ; 12 ; 21.292 ; 16 ; 22.703 ;;;;; -   ; -   ; 16 ; 22.703 ;
177;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 8 ; 9.179 ; 8 ; 9.179 ;;;;; -   ; -   ; 8 ; 9.179 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 137.993 ; 76.473.069.928 ; 433.273 ; 72.071.724.232 ; 569.493 ; 161.156.241.994 ; 1.058.188 ; 161.888.846.416 ; 2.198.947 ; 471.589.882.569 ; 157.699 ; 272.012.941.763 ; 157.699 ; 272.045.409.079 ; 315.398 ; 544.058.350.842 ; 2.514.345 ; 1.015.648.233.412 ;
"Fonte: Sistema CÉmbio; Dados extra°dos em: 07.05.2014";;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbanc†rio incluem os registros de contratos de Arbitragens no Pa°s (conta-fato 80), no Exterior (conta-fato 83) e Operaá‰es com o BC ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
