Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas - Acumulado Janeiro-Fevereiro/2025;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
44;62.144.175;BANCO PINE S.A.;PINE - PRUDENCIAL; 72 ; 177.819.204 ; 1.133 ; 163.204.711 ; 66 ; 57.663.295 ; 1.014 ; 87.932.860 ; 2.285 ; 486.620.070 ; 49 ; 346.039.332 ; 37 ; 334.426.651 ; 86 ; 680.465.983 ; 2.371 ; 1.167.086.053 ;
45;45.246.410;BANCO GENIAL S.A.;GENIAL - PRUDENCIAL; 18 ; 1.041.220 ; 61 ; 3.704.932 ; 818 ; 141.440.528 ; 1.195 ; 442.559.740 ; 2.092 ; 588.746.420 ; 109 ; 393.887.511 ; 18 ; 92.970.650 ; 127 ; 486.858.161 ; 2.219 ; 1.075.604.581 ;
46;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;BANRISUL - PRUDENCIAL; 1.031 ; 312.152.343 ; 1.790 ; 125.440.981 ; 703 ; 118.495.236 ; 885 ; 45.919.562 ; 4.409 ; 602.008.122 ; 72 ; 106.224.909 ; 176 ; 366.183.570 ; 248 ; 472.408.479 ; 4.657 ; 1.074.416.601 ;
47;61.384.004;AVENUE SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;AVENUE SECURITIES DTVM - PRUDENCIAL; -   ; -   ; -   ; -   ; 25.701 ; 44.227.095 ; 222.984 ; 422.588.021 ; 248.685 ; 466.815.116 ; 549 ; 378.805.500 ; -   ; -   ; 549 ; 378.805.500 ; 249.234 ; 845.620.616 ;
48;28.811.341;STONEX BANCO DE CÂMBIO S.A.;STONEX DTVM - PRUDENCIAL; 194 ; 16.070.567 ; 135 ; 8.693.897 ; 10.232 ; 345.806.194 ; 606 ; 30.014.978 ; 11.167 ; 400.585.636 ; 209 ; 49.821.935 ; 474 ; 373.046.989 ; 683 ; 422.868.924 ; 11.850 ; 823.454.560 ;
49;61.186.680;BANCO BMG S.A.;BMG - PRUDENCIAL; 23 ; 103.229.907 ; -   ; -   ; 20 ; 8.831.651 ; 111 ; 26.273.310 ; 154 ; 138.334.868 ; 9 ; 181.598.566 ; 22 ; 349.207.263 ; 31 ; 530.805.829 ; 185 ; 669.140.697 ;
50;10.690.848;BANCO DA CHINA BRASIL S.A.;BANK OF CHINA (BRASIL) - PRUDENCIAL; 38 ; 156.510.146 ; 19 ; 7.543.634 ; 155 ; 44.701.261 ; 174 ; 61.020.537 ; 386 ; 269.775.578 ; 116 ; 130.095.096 ; 128 ; 262.599.644 ; 244 ; 392.694.740 ; 630 ; 662.470.318 ;
51;07.450.604;BANK OF CHINA (BRASIL) BANCO MÚLTIPLO S/A;BANK OF CHINA (BRASIL) - PRUDENCIAL; 61 ; 88.674.557 ; 150 ; 46.231.281 ; 44 ; 110.105.588 ; 184 ; 36.229.455 ; 439 ; 281.240.881 ; 69 ; 97.610.240 ; 64 ; 226.757.131 ; 133 ; 324.367.371 ; 572 ; 605.608.252 ;
52;00.416.968;BANCO INTER S.A.;INTER - PRUDENCIAL; 103 ; 3.311.259 ; 368 ; 1.108.940 ; 186.624 ; 217.118.172 ; 567.230 ; 222.232.904 ; 754.325 ; 443.771.275 ; 6 ; 76.047.646 ; 9 ; 45.334.720 ; 15 ; 121.382.366 ; 754.340 ; 565.153.641 ;
53;00.360.305;CAIXA ECONOMICA FEDERAL;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL; 171 ; 83.955.546 ; 134 ; 3.780.074 ; 14.237 ; 113.649.046 ; 3.569 ; 82.201.995 ; 18.111 ; 283.586.661 ; 267 ; 68.786.012 ; 284 ; 169.898.999 ; 551 ; 238.685.011 ; 18.662 ; 522.271.672 ;
