Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Nov/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
137;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 19 ; 264.409 ; 269 ; 4.709.307 ; 205 ; 9.418.274 ; 794 ; 13.774.365 ; 1.287 ; 28.166.355 ; 707 ; 11.958.557 ; 97 ; 3.168.344 ; 804 ; 15.126.901 ; 2.091 ; 43.293.257 ;
138;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 4 ; 96.964 ; 86 ; 1.147.587 ; 1.106 ; 630.997 ; 11.318 ; 19.722.410 ; 12.514 ; 21.597.958 ; 2.911 ; 19.961.734 ; 5 ; 33.512 ; 2.916 ; 19.995.246 ; 15.430 ; 41.593.204 ;
139;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 20.561 ; 16.143.641 ; 14.029 ; 14.916.547 ; 34.590 ; 31.060.189 ; 468 ; 2.354.454 ; 148 ; 3.570.963 ; 616 ; 5.925.417 ; 35.206 ; 36.985.606 ;
140;00.416.968;BANCO INTERMEDIUM S/A;;; 76 ; 3.953.644 ; 73 ; 1.276.922 ; 197 ; 10.140.589 ; 346 ; 15.371.155 ; 137 ; 15.792.262 ; 93 ; 2.143.151 ; 230 ; 17.935.413 ; 576 ; 33.306.568 ;
141;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 1.464 ; 5.304.204 ; 2.289 ; 15.868.171 ; 3.753 ; 21.172.374 ; 1.023 ; 10.995.875 ; 8 ; 345.000 ; 1.031 ; 11.340.875 ; 4.784 ; 32.513.249 ;
142;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 1.334 ; 4.835.484 ; 2.786 ; 15.884.227 ; 4.120 ; 20.719.711 ; 1.083 ; 11.102.116 ;;; 1.083 ; 11.102.116 ; 5.203 ; 31.821.827 ;
143;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 170 ; 1.246.634 ; 85 ; 1.352.936 ; 997 ; 5.180.838 ; 5.516 ; 11.965.313 ; 6.768 ; 19.745.720 ; 998 ; 9.283.165 ; 105 ; 2.399.958 ; 1.103 ; 11.683.123 ; 7.871 ; 31.428.843 ;
144;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;;;;; 7 ; 1.975.542 ; 12 ; 12.105.471 ; 19 ; 14.081.013 ; 3 ; 12.154.446 ; 1 ; 1.970.000 ; 4 ; 14.124.446 ; 23 ; 28.205.459 ;
145;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;; 1 ; 1.850 ; 10.682 ; 4.256.256 ; 15.512 ; 13.533.581 ; 26.195 ; 17.791.688 ; 1.172 ; 9.514.953 ; 14 ; 225.184 ; 1.186 ; 9.740.137 ; 27.381 ; 27.531.825 ;
146;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 172 ; 199.159 ; 1.570 ; 13.149.881 ; 1.742 ; 13.349.040 ; 2.110 ; 12.999.813 ; 62 ; 47.450 ; 2.172 ; 13.047.263 ; 3.914 ; 26.396.302 ;
147;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 2 ; 3.804 ; 149 ; 6.396.098 ; 115 ; 2.652.190 ; 861 ; 4.112.906 ; 1.127 ; 13.164.998 ; 862 ; 10.582.305 ; 83 ; 2.629.320 ; 945 ; 13.211.624 ; 2.072 ; 26.376.622 ;
148;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 1.139 ; 3.474.691 ; 1.828 ; 12.601.161 ; 2.967 ; 16.075.852 ; 884 ; 9.189.153 ; 2 ; 21.139 ; 886 ; 9.210.291 ; 3.853 ; 25.286.143 ;
149;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 4 ; 120.662 ; 77 ; 2.116.218 ; 412 ; 5.619.430 ; 1.259 ; 5.017.580 ; 1.752 ; 12.873.890 ; 666 ; 6.534.259 ; 200 ; 5.149.401 ; 866 ; 11.683.660 ; 2.618 ; 24.557.550 ;
150;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 11 ; 429.511 ; 81 ; 376.830 ; 2.024 ; 11.146.476 ; 2.116 ; 11.952.817 ; 2.538 ; 11.417.267 ; 30 ; 220.202 ; 2.568 ; 11.637.469 ; 4.684 ; 23.590.286 ;
151;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 1 ; 1.391 ; 364 ; 964.686 ; 1.707 ; 9.766.470 ; 2.072 ; 10.732.548 ; 2.243 ; 9.983.219 ; 33 ; 1.147.122 ; 2.276 ; 11.130.341 ; 4.348 ; 21.862.889 ;
152;14.388.334;PARANÁ BANCO S.A.; 27 ; 5.203.773 ; 7 ; 2.304.195 ;;; 41 ; 208.217 ; 75 ; 7.716.184 ; 5 ; 4.550.000 ; 13 ; 9.050.000 ; 18 ; 13.600.000 ; 93 ; 21.316.184 ;
153;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 1.071 ; 5.617.063 ; 1.411 ; 9.562.215 ; 2.482 ; 15.179.278 ; 564 ; 4.335.750 ; 49 ; 391.112 ; 613 ; 4.726.862 ; 3.095 ; 19.906.140 ;
154;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 2.268 ; 1.459.226 ; 2.472 ; 4.188.966 ; 4.740 ; 5.648.192 ; 413 ; 8.204.318 ; 163 ; 5.460.587 ; 576 ; 13.664.905 ; 5.316 ; 19.313.097 ;
155;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 82 ; 2.132.521 ; 141 ; 3.416.817 ; 24 ; 217.541 ; 404 ; 3.619.248 ; 651 ; 9.386.127 ; 243 ; 6.884.293 ; 78 ; 2.199.550 ; 321 ; 9.083.843 ; 972 ; 18.469.970 ;
156;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 7.700 ; 3.080.191 ; 12.143 ; 8.918.292 ; 19.843 ; 11.998.484 ; 474 ; 5.882.544 ;;; 474 ; 5.882.544 ; 20.317 ; 17.881.028 ;
157;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 13 ; 65.729 ; 454 ; 371.712 ; 5.449 ; 7.994.805 ; 5.916 ; 8.432.247 ; 943 ; 7.792.673 ; 23 ; 92.746 ; 966 ; 7.885.419 ; 6.882 ; 16.317.665 ;
158;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;; 7 ; 100.680 ; 1.100 ; 3.094.055 ; 1.877 ; 7.037.455 ; 2.984 ; 10.232.191 ; 968 ; 4.609.979 ; 7 ; 574.189 ; 975 ; 5.184.168 ; 3.959 ; 15.416.359 ;
159;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.;;;;; 421 ; 1.220.657 ; 977 ; 7.280.567 ; 1.398 ; 8.501.224 ; 572 ; 6.120.962 ;;; 572 ; 6.120.962 ; 1.970 ; 14.622.186 ;
160;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 511 ; 419.029 ; 4.547 ; 7.308.361 ; 5.058 ; 7.727.390 ; 757 ; 6.894.071 ;;; 757 ; 6.894.071 ; 5.815 ; 14.621.461 ;
161;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 13 ; 109.764 ; 49 ; 878.502 ; 86 ; 3.687.294 ; 179 ; 4.436.279 ; 327 ; 9.111.839 ; 8 ; 2.779.375 ; 5 ; 1.713.705 ; 13 ; 4.493.080 ; 340 ; 13.604.919 ;
162;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 762 ; 382.110 ; 3.331 ; 6.568.758 ; 4.093 ; 6.950.868 ; 475 ; 6.116.586 ;;; 475 ; 6.116.586 ; 4.568 ; 13.067.454 ;
163;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 4 ; 545.577 ; 393 ; 861.940 ; 60 ; 4.546.444 ; 457 ; 5.953.962 ; 12 ; 5.720.000 ; 3 ; 600.000 ; 15 ; 6.320.000 ; 472 ; 12.273.962 ;
164;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 6 ; 134.898 ; 114 ; 1.560.468 ; 1.716 ; 4.431.489 ; 1.836 ; 6.126.855 ; 528 ; 4.354.364 ; 34 ; 1.373.909 ; 562 ; 5.728.273 ; 2.398 ; 11.855.129 ;
165;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 1.098 ; 443.667 ; 4.857 ; 5.040.925 ; 5.955 ; 5.484.592 ; 2.045 ; 4.583.701 ; 1 ; 7.000 ; 2.046 ; 4.590.701 ; 8.001 ; 10.075.293 ;
166;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;; 23 ; 2.359.126 ; 34 ; 426.707 ; 57 ; 2.785.833 ; 2 ; 163.980 ; 6 ; 5.500.000 ; 8 ; 5.663.980 ; 65 ; 8.449.813 ;
167;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;; 1 ; 1.660 ; 167 ; 148.789 ; 1.905 ; 3.657.484 ; 2.073 ; 3.807.933 ; 683 ; 3.525.396 ; 3 ; 18.660 ; 686 ; 3.544.056 ; 2.759 ; 7.351.989 ;
168;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 3.039 ; 456 ; 499.417 ; 865 ; 3.030.230 ; 1.322 ; 3.532.687 ; 391 ; 2.550.740 ; 5 ; 1.024 ; 396 ; 2.551.764 ; 1.718 ; 6.084.450 ;
169;21.148.439;SEALANDAIR CORRETORA DE CÂMBIO LTDA.;;;;; 125 ; 82.692 ; 2.214 ; 2.311.461 ; 2.339 ; 2.394.154 ; 133 ; 2.261.387 ; 1 ; 16.136 ; 134 ; 2.277.522 ; 2.473 ; 4.671.676 ;
170;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 3 ; 34.786 ; 65 ; 523.090 ; 37 ; 421.178 ; 130 ; 472.550 ; 235 ; 1.451.604 ; 42 ; 953.957 ; 70 ; 569.881 ; 112 ; 1.523.838 ; 347 ; 2.975.442 ;
171;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 13 ; 444.723 ; 16 ; 137.323 ; 166 ; 893.976 ; 195 ; 1.476.022 ; 173 ; 1.340.296 ; 17 ; 138.919 ; 190 ; 1.479.215 ; 385 ; 2.955.237 ;
172;14.652.687;CAMBIALL CASH CORRETORA DE CÂMBIO LTDA.;;;;; 1.213 ; 650.690 ; 914 ; 708.592 ; 2.127 ; 1.359.282 ; 5 ; 20.043 ;;; 5 ; 20.043 ; 2.132 ; 1.379.326 ;
173;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;; 14 ; 541.311 ; 64 ; 760.609 ; 78 ; 1.301.920 ;;;;; -   ; -   ; 78 ; 1.301.920 ;
174;05.816.451;BRASIL PLURAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;;;; 36 ; 297.181 ; 36 ; 297.181 ; 28 ; 303.938 ; 3 ; 7.175 ; 31 ; 311.113 ; 67 ; 608.294 ;
175;15.219.389;MACRO PARTICIPAÇOES LTDA;;;;;;; 17 ; 277.511 ; 17 ; 277.511 ;;;;; -   ; -   ; 17 ; 277.511 ;
176;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA;;;;; 1 ; 67 ; 80 ; 132.637 ; 81 ; 132.704 ; 15 ; 132.206 ;;; 15 ; 132.206 ; 96 ; 264.910 ;
177;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;;;;;; -   ; -   ;;; 2 ; 234.000 ; 2 ; 234.000 ; 2 ; 234.000 ;
178;06.917.793;PREVIBANK ADMINISTRAÇÃO E PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO ORDINÁRIA;;;;; 1 ; 358 ; 6 ; 105.618 ; 7 ; 105.975 ;;;;; -   ; -   ; 7 ; 105.975 ;
179;33.042.953;CITIBANK N.A.;;;;; 14 ; 19.033 ; 27 ; 16.939 ; 41 ; 35.972 ;;;;; -   ; -   ; 41 ; 35.972 ;
180;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;;;; 4 ; 16.933 ; 3 ; 1.150 ; 7 ; 18.083 ;;; 4 ; 3.382 ; 4 ; 3.382 ; 11 ; 21.465 ;
181;09.516.419;BANCO ORIGINAL DO AGRONEGÓCIO S.A.;;;;;;; 18 ; 2.690 ; 18 ; 2.690 ; 24 ; 3.184 ;;; 24 ; 3.184 ; 42 ; 5.873 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 395.089 ; 156.112.279.536 ; 1.005.125 ; 113.691.046.904 ; 2.018.534 ; 404.031.680.246 ; 2.424.377 ; 449.144.149.664 ; 5.843.125 ; 1.122.979.156.351 ; 502.524 ; 573.168.405.574 ; 502.524 ; 573.211.606.005 ; 1.005.048 ; 1.146.380.011.579 ; 6.848.173 ; 2.269.359.167.930 ;
"Fonte: Sistema Câmbio; Dados extraídos em: 12.12.2016";;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbancário incluem os registros de contratos de Arbitragens no País (conta-fato 80), no Exterior (conta-fato 83) e Operações com o BC ;;;;;;;;;;;;;;;;;;;;;
