Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Out/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
138;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 47 ; 955.463 ; 658 ; 17.238.797 ; 68 ; 431.162 ; 1.721 ; 7.238.381 ; 2.494 ; 25.863.802 ; 1.359 ; 24.124.750 ; 53 ; 1.040.088 ; 1.412,0 ; 25.164.838 ; 3.906 ; 51.028.641 ;
139;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 6 ; 13.162 ; 4.391 ; 3.128.762 ; 12.689 ; 24.295.119 ; 17.086 ; 27.437.044 ; 371 ; 22.185.665 ;;; 371,0 ; 22.185.665 ; 17.457 ; 49.622.709 ;
140;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 950 ; 2.743.567 ; 3.028 ; 24.230.586 ; 3.978 ; 26.974.152 ; 949 ; 21.565.320 ; 2 ; 2.598 ; 951,0 ; 21.567.918 ; 4.929 ; 48.542.070 ;
141;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 3.173 ; 3.863.160 ; 2.699 ; 18.961.442 ; 5.872 ; 22.824.602 ; 830 ; 15.078.864 ;;; 830,0 ; 15.078.864 ; 6.702 ; 37.903.466 ;
142;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 196 ; 1.284.374 ; 54 ; 1.832.561 ; 960 ; 4.118.536 ; 5.994 ; 15.435.680 ; 7.204 ; 22.671.152 ; 949 ; 13.094.206 ; 29 ; 1.206.612 ; 978,0 ; 14.300.818 ; 8.182 ; 36.971.969 ;
143;14.388.334;PARANµ BANCO S.A.; 13 ; 10.621.439 ;;; 2 ; 2.886 ; 19 ; 4.420.265 ; 34 ; 15.044.590 ; 5 ; 5.250.000 ; 13 ; 11.120.000 ; 18,0 ; 16.370.000 ; 52 ; 31.414.590 ;
144;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 14.945 ; 458 ; 7.030.612 ; 82 ; 1.129.274 ; 897 ; 7.114.969 ; 1.438 ; 15.289.801 ; 777 ; 13.868.143 ; 21 ; 864.644 ; 798,0 ; 14.732.787 ; 2.236 ; 30.022.588 ;
145;19.878.228;TITUR CORRETORA DE C∂MBIO LTDA.;;;;; 16 ; 18.408 ; 176 ; 14.390.210 ; 192 ; 14.408.618 ; 513 ; 14.372.023 ;;; 513,0 ; 14.372.023 ; 705 ; 28.780.642 ;
146;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;; 6 ; 36.928 ; 150 ; 267.271 ; 6.811 ; 14.227.279 ; 6.967 ; 14.531.478 ; 1.061 ; 14.109.260 ; 14 ; 118.913 ; 1.075,0 ; 14.228.172 ; 8.042 ; 28.759.650 ;
147;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 151 ; 402.812 ; 2.725 ; 12.742.878 ; 2.876 ; 13.145.690 ; 805 ; 12.631.749 ; 21 ; 247.198 ; 826,0 ; 12.878.947 ; 3.702 ; 26.024.636 ;
148;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;; 1 ; 10.056 ; 24 ; 169.439 ; 1.628 ; 12.319.974 ; 1.653 ; 12.499.469 ; 1.484 ; 12.252.346 ; 5 ; 92.422 ; 1.489,0 ; 12.344.768 ; 3.142 ; 24.844.237 ;
149;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 1.126 ; 865.406 ; 7.245 ; 11.435.002 ; 8.371 ; 12.300.408 ; 1.637 ; 10.584.814 ; 1 ; 4.808 ; 1.638,0 ; 10.589.622 ; 10.009 ; 22.890.030 ;
150;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 510 ; 301.081 ; 3.588 ; 10.728.907 ; 4.098 ; 11.029.988 ; 617 ; 10.561.694 ; 4 ; 1.015 ; 621,0 ; 10.562.710 ; 4.719 ; 21.592.697 ;
151;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 384 ; 578.417 ; 4.454 ; 10.156.191 ; 4.838 ; 10.734.608 ; 682 ; 9.566.152 ; 1 ; 2.755 ; 683,0 ; 9.568.907 ; 5.521 ; 20.303.515 ;
152;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 150 ; 4.514.142 ; 31 ; 510.564 ; 544 ; 4.960.435 ; 725 ; 9.985.141 ; 375 ; 9.637.795 ; 23 ; 585.000 ; 398,0 ; 10.222.795 ; 1.123 ; 20.207.936 ;
153;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;; 10 ; 58.301 ; 3.081 ; 3.105.890 ; 6.265 ; 10.009.078 ; 9.356 ; 13.173.269 ; 656 ; 6.949.156 ;;; 656,0 ; 6.949.156 ; 10.012 ; 20.122.426 ;
154;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 713 ; 1.149.165 ; 1.515 ; 9.955.756 ; 2.228 ; 11.104.921 ; 908 ; 8.802.813 ;;; 908,0 ; 8.802.813 ; 3.136 ; 19.907.734 ;
155;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 359 ; 180.482 ; 7.885 ; 7.390.253 ; 8.244 ; 7.570.735 ; 928 ; 7.276.847 ; 1 ; 20.000 ; 929,0 ; 7.296.847 ; 9.173 ; 14.867.581 ;
156;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 2.108 ; 1.380.237 ; 7.037 ; 6.546.049 ; 9.145 ; 7.926.285 ; 257 ; 5.227.137 ;;; 257,0 ; 5.227.137 ; 9.402 ; 13.153.422 ;
157;12.392.983;MIRAE ASSET SECURITIES (BRASIL) CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 2 ; 2.814 ; 302 ; 5.809.048 ; 304 ; 5.811.862 ; 195 ; 5.884.543 ; 3 ; 78.310 ; 198,0 ; 5.962.853 ; 502 ; 11.774.715 ;
158;71.677.850;FRENTE CORRETORA DE C∂MBIO LTDA.;;;;; 504 ; 2.447.815 ; 827 ; 5.717.809 ; 1.331 ; 8.165.624 ; 244 ; 3.327.281 ;;; 244,0 ; 3.327.281 ; 1.575 ; 11.492.905 ;
159;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 3 ; 41.157 ; 86 ; 1.077.109 ; 25 ; 377.868 ; 442 ; 3.913.347 ; 556 ; 5.409.481 ; 429 ; 4.817.047 ; 7 ; 231.773 ; 436,0 ; 5.048.820 ; 992 ; 10.458.301 ;
160;58.497.702;BANCO INTERCAP S.A.;;;;; 1 ; 151 ; 9 ; 193.613 ; 10 ; 193.764 ; 1 ; 9.000.000 ; 2 ; 1.250.000 ; 3,0 ; 10.250.000 ; 13 ; 10.443.764 ;
161;04.913.711;BANCO DO ESTADO DO PARµ S.A.; 40 ; 2.834.543 ; 2 ; 113.702 ; 151 ; 151.575 ; 605 ; 1.987.452 ; 798 ; 5.087.272 ; 18 ; 2.054.643 ; 16 ; 3.072.233 ; 34,0 ; 5.126.876 ; 832 ; 10.214.148 ;
162;09.274.232;NATIXIS BRASIL S.A. BANCO MÈLTIPLO; 2 ; 1.340.539 ;;; 13 ; 4.739.590 ; 20 ; 157.178 ; 35 ; 6.237.307 ;;; 5 ; 3.600.000 ; 5,0 ; 3.600.000 ; 40 ; 9.837.307 ;
163;50.585.090;BCV - BANCO DE CRêDITO E VAREJO S/A;;;;; 12 ; 3.046.264 ; 35 ; 2.646.285 ; 47 ; 5.692.549 ; 1 ; 500.000 ; 2 ; 3.044.065 ; 3,0 ; 3.544.065 ; 50 ; 9.236.614 ;
164;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 1 ; 7.639 ; 427 ; 873.580 ; 59 ; 3.743.303 ; 487 ; 4.624.522 ; 6 ; 3.750.000 ; 3 ; 700.000 ; 9,0 ; 4.450.000 ; 496 ; 9.074.522 ;
165;33.124.959;BANCO RURAL S.A.;;;;; 7 ; 196.160 ; 28 ; 6.991.637 ; 35 ; 7.187.797 ; 21 ; 457.460 ; 22 ; 477.966 ; 43,0 ; 935.426 ; 78 ; 8.123.223 ;
166;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 171 ; 218.762 ; 1.598 ; 4.031.462 ; 1.769 ; 4.250.224 ; 499 ; 3.807.486 ; 7 ; 7.479 ; 506,0 ; 3.814.964 ; 2.275 ; 8.065.188 ;
167;07.333.726;ONNIX CORRETORA DE C∂MBIO LTDA.; 2 ; 18.952 ; 12 ; 133.629 ; 263 ; 703.508 ; 1.765 ; 3.284.097 ; 2.042 ; 4.140.186 ; 831 ; 3.105.253 ; 63 ; 405.032 ; 894,0 ; 3.510.285 ; 2.936 ; 7.650.471 ;
168;15.077.393;MEGA CORRETORA DE C∂MBIO LTDA.;;;;; 329 ; 363.019 ; 799 ; 3.578.982 ; 1.128 ; 3.942.001 ; 490 ; 3.236.507 ; 7 ; 3.952 ; 497,0 ; 3.240.459 ; 1.625 ; 7.182.460 ;
169;17.312.661;AMARIL FRANKLIN CORRETORA DE T÷TULOS E VALORES LTDA; 3 ; 245.495 ; 18 ; 629.638 ; 13 ; 1.023.649 ; 175 ; 839.282 ; 209 ; 2.738.065 ; 55 ; 1.537.785 ; 15 ; 1.269.084 ; 70,0 ; 2.806.869 ; 279 ; 5.544.934 ;
170;34.266.668;KRAUS - SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 159 ; 405.436 ; 472 ; 2.340.266 ; 631 ; 2.745.702 ; 139 ; 1.916.897 ;;; 139,0 ; 1.916.897 ; 770 ; 4.662.598 ;
171;34.666.362;MONOP‡LIO CORRETORA DE C∂MBIO LTDA.;;;;; 498 ; 419.935 ; 828 ; 2.195.405 ; 1.326 ; 2.615.341 ; 101 ; 1.828.540 ; 1 ; 4.517 ; 102,0 ; 1.833.056 ; 1.428 ; 4.448.397 ;
172;14.652.687;CAMBIALL CASH CORRETORA DE C∂MBIO LTDA.;;;;; 2.783 ; 1.594.486 ; 2.849 ; 2.116.523 ; 5.632 ; 3.711.009 ; 41 ; 506.213 ; 2 ; 21.922 ; 43,0 ; 528.135 ; 5.675 ; 4.239.143 ;
173;62.280.490;DIBRAN DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 6 ; 42.705 ; 3 ; 2.302 ; 220 ; 1.292.671 ; 229 ; 1.337.677 ; 160 ; 1.341.219 ;;; 160,0 ; 1.341.219 ; 389 ; 2.678.896 ;
174;20.283.069;JN-MAXI CORRETORA DE C∂MBIO LTDA.;;;;; 463 ; 250.069 ; 1.049 ; 908.380 ; 1.512 ; 1.158.448 ; 82 ; 737.245 ;;; 82,0 ; 737.245 ; 1.594 ; 1.895.693 ;
175;62.090.873;INTL FCSTONE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 1 ; 75.000 ; 43 ; 713.705 ; 2 ; 31.268 ; 46 ; 819.974 ; 3 ; 62.270 ; 14 ; 669.700 ; 17,0 ; 731.970 ; 63 ; 1.551.944 ;
176;09.512.542;CODEPE - CORRETORA DE VALORES S.A.;;;;; 1 ; 530 ; 26 ; 76.198 ; 27 ; 76.728 ; 36 ; 443.568 ; 8 ; 600.000 ; 44,0 ; 1.043.568 ; 71 ; 1.120.297 ;
177;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA.;;;;; 78 ; 67.513 ; 274 ; 501.007 ; 352 ; 568.520 ; 41 ; 431.358 ;;; 41,0 ; 431.358 ; 393 ; 999.878 ;
178;21.040.668;EURODIVISAS DO BRASIL SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 160 ; 292.256 ; 143 ; 286.054 ; 303 ; 578.309 ; 11 ; 239.579 ;;; 11,0 ; 239.579 ; 314 ; 817.888 ;
179;04.866.275;BANCO STANDARD DE INVESTIMENTOS S.A.;;;;; 2 ; 10 ; 5 ; 991 ; 7 ; 1.001 ;;; 1 ; 446.966 ; 1,0 ; 446.966 ; 8 ; 447.967 ;
180;09.391.857;BANCO AZTECA DO BRASIL S.A.;;;;; 17 ; 7.491 ; 42 ; 75.864 ; 59 ; 83.355 ; 2 ; 100.000 ;;; 2,0 ; 100.000 ; 61 ; 183.355 ;
181;40.161.713;POSITIVA CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;;;; 20 ; 44.305 ; 20 ; 44.305 ; 10 ; 44.405 ;;; 10,0 ; 44.405 ; 30 ; 88.710 ;
182;18.520.834;UBS BRASIL BANCO DE INVESTIMENTO S.A.;;;;;;; 1 ; 34.908 ; 1 ; 34.908 ; 1 ; 34.908 ;;; 1,0 ; 34.908 ; 2 ; 69.815 ;
183;33.042.953;CITIBANK N.A.;;;;; 10 ; 3.686 ; 30 ; 37.107 ; 40 ; 40.793 ;;;;; -   ; -   ; 40 ; 40.793 ;
184;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 21 ; 23.092 ; 21 ; 23.092 ;;;;; -   ; -   ; 21 ; 23.092 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 356.580 ; 192.489.748.563 ; 1.117.716 ; 184.966.599.285 ; 1.567.601 ; 430.876.271.261 ; 2.693.899 ; 431.311.248.156 ; 5.735.796 ; 1.239.643.867.266 ; 400.181 ; 638.913.386.878 ; 400.181 ; 638.969.355.130 ; 800.362 ; 1.277.882.742.008 ; 6.536.158 ; 2.517.526.609.273 ;
"Fonte: Sistema CÉmbio; Dados extra°dos em: 07.11.2014";;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbanc†rio incluem os registros de contratos de Arbitragens no Pa°s (conta-fato 80), no Exterior (conta-fato 83) e Operaá‰es com o BC ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
