Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado - Acumulado Jan-Dez/2015;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;
142;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 1.387 ; 9.960.671 ; 2.388 ; 22.468.654 ; 3.775 ; 32.429.325 ; 2.621 ; 12.600.869 ; 9 ; 75.455 ; 2.630 ; 12.676.324 ; 6.405 ; 45.105.650 ;
143;14.388.334;PARANÁ BANCO S.A.; 58 ; 17.038.890 ; 12 ; 3.006.228 ; 4 ; 145.010 ; 71 ; 386.671 ; 145 ; 20.576.799 ; 11 ; 4.400.551 ; 22 ; 15.220.575 ; 33 ; 19.621.126 ; 178 ; 40.197.925 ;
144;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 227 ; 1.298.485 ; 43 ; 351.214 ; 1.046 ; 6.621.277 ; 5.359 ; 12.136.814 ; 6.675 ; 20.407.789 ; 905 ; 8.752.697 ; 119 ; 4.207.990 ; 1.024 ; 12.960.687 ; 7.699 ; 33.368.477 ;
145;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 189 ; 7.589.046 ; 107 ; 2.198.030 ; 965 ; 6.797.838 ; 1.261 ; 16.584.915 ; 880 ; 14.331.537 ; 59 ; 2.200.004 ; 939 ; 16.531.541 ; 2.200 ; 33.116.456 ;
146;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 8 ; 192.718 ; 77 ; 249.188 ; 2.646 ; 14.250.301 ; 2.731 ; 14.692.207 ; 1.965 ; 14.269.010 ; 15 ; 73.058 ; 1.980 ; 14.342.068 ; 4.711 ; 29.034.275 ;
147;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 1.565 ; 6.166.118 ; 2.100 ; 13.627.814 ; 3.665 ; 19.793.931 ; 1.025 ; 7.618.657 ; 3 ; 90.000 ; 1.028 ; 7.708.657 ; 4.693 ; 27.502.589 ;
148;09.516.419;BANCO ORIGINAL DO AGRONEGÓCIO S.A.;;;;; 3 ; 3 ; 23 ; 2.954 ; 26 ; 2.957 ; 44 ; 12.984.822 ; 21 ; 12.981.820 ; 65 ; 25.966.642 ; 91 ; 25.969.599 ;
149;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 1.337 ; 4.189.281 ; 2.873 ; 12.472.445 ; 4.210 ; 16.661.726 ; 779 ; 8.311.280 ; 2 ; 72.054 ; 781 ; 8.383.334 ; 4.991 ; 25.045.060 ;
150;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 7 ; 94.705 ; 442 ; 440.426 ; 7.803 ; 12.076.103 ; 8.252 ; 12.611.233 ; 1.189 ; 11.798.311 ; 4 ; 52.345 ; 1.193 ; 11.850.656 ; 9.445 ; 24.461.889 ;
151;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 165 ; 247.427 ; 1.796 ; 10.885.281 ; 1.961 ; 11.132.707 ; 1.514 ; 10.884.432 ; 45 ; 237.659 ; 1.559 ; 11.122.091 ; 3.520 ; 22.254.798 ;
152;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 1.253 ; 6.096.683 ; 1.682 ; 10.719.953 ; 2.935 ; 16.816.636 ; 536 ; 4.961.466 ; 34 ; 369.161 ; 570 ; 5.330.627 ; 3.505 ; 22.147.262 ;
153;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;; 3 ; 18.271 ; 4.129 ; 2.241.601 ; 11.808 ; 9.924.102 ; 15.940 ; 12.183.974 ; 875 ; 7.730.549 ; 4 ; 69.583 ; 879 ; 7.800.132 ; 16.819 ; 19.984.106 ;
154;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S/A;;;;; 20 ; 5.271.754 ; 63 ; 5.065.993 ; 83 ; 10.337.747 ; 3 ; 5.100.000 ; 3 ; 3.455.549 ; 6 ; 8.555.549 ; 89 ; 18.893.296 ;
155;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 593 ; 725.734 ; 4.726 ; 8.659.124 ; 5.319 ; 9.384.858 ; 825 ; 7.979.862 ; 5 ; 66.000 ; 830 ; 8.045.862 ; 6.149 ; 17.430.721 ;
156;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 1.517 ; 938.264 ; 6.405 ; 8.356.169 ; 7.922 ; 9.294.434 ; 1.539 ; 7.387.135 ; 1 ; 8.561 ; 1.540 ; 7.395.695 ; 9.462 ; 16.690.129 ;
157;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 2.754 ; 7.334.340 ; 2.716 ; 7.687.893 ; 5.470 ; 15.022.233 ; 190 ; 935.371 ; 22 ; 314.229 ; 212 ; 1.249.600 ; 5.682 ; 16.271.833 ;
158;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;; 4 ; 88.909 ; 1.183 ; 2.621.396 ; 2.001 ; 7.142.171 ; 3.188 ; 9.852.476 ; 830 ; 4.660.600 ; 5 ; 65.413 ; 835 ; 4.726.014 ; 4.023 ; 14.578.490 ;
159;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 957 ; 668.407 ; 3.515 ; 7.122.902 ; 4.472 ; 7.791.309 ; 538 ; 6.469.845 ; 5 ; 13.594 ; 543 ; 6.483.438 ; 5.015 ; 14.274.747 ;
160;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 6.980 ; 3.359.310 ; 8.929 ; 6.974.589 ; 15.909 ; 10.333.899 ; 299 ; 3.631.554 ; 1 ; 3.032 ; 300 ; 3.634.586 ; 16.209 ; 13.968.485 ;
161;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 60 ; 1.156.355 ; 91 ; 2.974.840 ; 14 ; 500.962 ; 368 ; 1.739.689 ; 533 ; 6.371.845 ; 167 ; 4.679.591 ; 68 ; 1.629.203 ; 235 ; 6.308.794 ; 768 ; 12.680.639 ;
162;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;;; 5 ; 158.494 ; 5 ; 5.657.251 ; 20 ; 2.576.135 ; 30 ; 8.391.880 ; 11 ; 242.544 ; 4 ; 3.159.859 ; 15 ; 3.402.403 ; 45 ; 11.794.283 ;
163;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 751 ; 614.474 ; 1.341 ; 4.175.065 ; 2.092 ; 4.789.539 ; 286 ; 4.662.997 ; 28 ; 1.095.000 ; 314 ; 5.757.997 ; 2.406 ; 10.547.536 ;
164;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 10 ; 139.205 ; 66 ; 828.623 ; 64 ; 870.340 ; 415 ; 3.841.731 ; 555 ; 5.679.899 ; 380 ; 4.174.277 ; 37 ; 522.240 ; 417 ; 4.696.518 ; 972 ; 10.376.416 ;
165;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;; 29 ; 5.460.911 ; 28 ; 173.969 ; 57 ; 5.634.880 ; 1 ; 106.700 ; 2 ; 2.818.934 ; 3 ; 2.925.634 ; 60 ; 8.560.514 ;
166;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 183 ; 159.158 ; 1.852 ; 4.266.828 ; 2.035 ; 4.425.985 ; 600 ; 4.111.293 ; 3 ; 1.314 ; 603 ; 4.112.607 ; 2.638 ; 8.538.592 ;
167;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 5 ; 204.500 ; 67 ; 3.956.321 ; 72 ; 4.160.821 ; 18 ; 3.935.245 ; 3 ; 182.802 ; 21 ; 4.118.048 ; 93 ; 8.278.868 ;
168;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 4 ; 46.018 ; 64 ; 1.649.770 ; 886 ; 2.359.991 ; 954 ; 4.055.778 ; 307 ; 2.486.275 ; 22 ; 1.648.895 ; 329 ; 4.135.170 ; 1.283 ; 8.190.948 ;
169;05.816.451;BRASIL PLURAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 29 ; 1.277.685 ; 15 ; 666.598 ; 81 ; 1.549.507 ; 125 ; 3.493.789 ; 81 ; 2.857.459 ; 18 ; 696.440 ; 99 ; 3.553.900 ; 224 ; 7.047.689 ;
170;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;;; 20 ; 160.687 ; 258 ; 1.279.182 ; 1.607 ; 2.200.382 ; 1.885 ; 3.640.250 ; 817 ; 2.197.858 ; 76 ; 1.106.994 ; 893 ; 3.304.852 ; 2.778 ; 6.945.102 ;
171;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;;;; 464 ; 768.967 ; 63 ; 2.470.473 ; 527 ; 3.239.440 ; 8 ; 2.750.000 ; 4 ; 800.000 ; 12 ; 3.550.000 ; 539 ; 6.789.440 ;
172;16.657.210;CHLOE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 200 ; 118.470 ; 3.066 ; 2.668.161 ; 3.266 ; 2.786.631 ; 521 ; 2.537.028 ; 2 ; 9.928 ; 523 ; 2.546.956 ; 3.789 ; 5.333.588 ;
173;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;;;; 328 ; 304.846 ; 826 ; 2.625.151 ; 1.154 ; 2.929.997 ; 316 ; 2.320.485 ; 7 ; 22.327 ; 323 ; 2.342.811 ; 1.477 ; 5.272.808 ;
174;21.148.439;SEALANDAIR CORRETORA DE CÂMBIO LTDA.;;;;; 49 ; 29.338 ; 1.723 ; 1.807.715 ; 1.772 ; 1.837.054 ; 88 ; 1.789.176 ;;; 88 ; 1.789.176 ; 1.860 ; 3.626.229 ;
175;14.652.687;CAMBIALL CASH CORRETORA DE CÂMBIO LTDA.;;;;; 2.872 ; 1.502.783 ; 2.874 ; 1.705.537 ; 5.746 ; 3.208.320 ; 24 ; 204.026 ;;; 24 ; 204.026 ; 5.770 ; 3.412.346 ;
176;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 21.204 ; 9 ; 262.810 ; 7 ; 19.441 ; 149 ; 1.079.985 ; 166 ; 1.383.440 ; 147 ; 1.345.429 ; 9 ; 43.278 ; 156 ; 1.388.707 ; 322 ; 2.772.147 ;
177;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 167 ; 924.312 ; 192 ; 1.168.896 ; 359 ; 2.093.208 ; 42 ; 329.064 ; 2 ; 40.000 ; 44 ; 369.064 ; 403 ; 2.462.272 ;
178;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;; 24 ; 1.284.719 ; 51 ; 631.833 ; 75 ; 1.916.552 ; 1 ; 165.300 ; 1 ; 173.204 ; 2 ; 338.504 ; 77 ; 2.255.056 ;
179;09.512.542;CODEPE - CORRETORA DE VALORES S.A.;;;;; 1 ; 357 ; 22 ; 38.578 ; 23 ; 38.935 ; 56 ; 298.578 ; 46 ; 320.357 ; 102 ; 618.935 ; 125 ; 657.870 ;
180;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA.;;;;; 18 ; 9.748 ; 119 ; 172.201 ; 137 ; 181.949 ; 20 ; 145.197 ; 2 ; 3.049 ; 22 ; 148.246 ; 159 ; 330.194 ;
181;40.161.713;POSITIVA CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;;;; 19 ; 141.950 ; 19 ; 141.950 ; 13 ; 141.650 ;;; 13 ; 141.650 ; 32 ; 283.599 ;
182;09.391.857;BANCO AZTECA DO BRASIL S.A.;;;;; 8 ; 2.080 ; 18 ; 19.909 ; 26 ; 21.989 ;;; 1 ; 97.000 ; 1 ; 97.000 ; 27 ; 118.989 ;
183;33.042.953;CITIBANK N.A.;;;;; 15 ; 5.965 ; 35 ; 33.609 ; 50 ; 39.574 ;;;;; -   ; -   ; 50 ; 39.574 ;
184;17.298.092;BANCO ITAÚ BBA S.A.;;;;;;;;; -   ; -   ; 1 ; 8.420 ;;; 1 ; 8.420 ; 1 ; 8.420 ;
185;58.497.702;BANCO INTERCAP S.A.;;;;;;; 1 ; 618 ; 1 ; 618 ;;;;; -   ; -   ; 1 ; 618 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 419.285 ; 183.880.847.031 ; 1.153.454 ; 155.630.550.702 ; 2.011.283 ; 528.447.461.995 ; 2.783.490 ; 548.247.817.756 ; 6.367.512 ; 1.416.206.677.484 ; 492.951 ; 689.770.758.842 ; 492.951 ; 689.863.010.876 ; 985.902 ; 1.379.633.769.718 ; 7.353.414 ; 2.795.840.447.202 ;
"Fonte: Sistema Câmbio; Dados extraídos em: 08.01.2016";;;;;;;;;;;;;;;;;;;;;
