Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas em Novembro/2024.;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
45;61.186.680;BANCO BMG S.A.;BMG - PRUDENCIAL; 13 ; 70.287.881 ; -   ; -   ; 6 ; 18.973.913 ; 60 ; 22.099.199 ; 79 ; 111.360.993 ; 11 ; 123.008.810 ; 20 ; 160.763.104 ; 31 ; 283.771.914 ; 110 ; 395.132.907 ;
46;01.181.521;BANCO COOPERATIVO SICREDI S.A.;BCO COOPERATIVO SICREDI - PRUDENCIAL; 1.121 ; 63.143.027 ; 1.285 ; 51.482.022 ; 991 ; 29.717.757 ; 402 ; 54.848.484 ; 3.799 ; 199.191.290 ; 14 ; 141.586.013 ; 7 ; 16.027.670 ; 21 ; 157.613.683 ; 3.820 ; 356.804.973 ;
47;07.656.500;BANCO KDB DO BRASIL S.A.;BCO KDB BRASIL S.A. - PRUDENCIAL; -   ; -   ; -   ; -   ; 110 ; 30.485.940 ; 223 ; 16.376.458 ; 333 ; 46.862.398 ; 48 ; 143.484.156 ; 51 ; 157.450.100 ; 99 ; 300.934.256 ; 432 ; 347.796.654 ;
48;07.450.604;BANK OF CHINA (BRASIL) BANCO MÚLTIPLO S/A;BANK OF CHINA (BRASIL) - PRUDENCIAL; 36 ; 37.388.111 ; 58 ; 8.920.666 ; 22 ; 56.183.273 ; 77 ; 26.877.148 ; 193 ; 129.369.198 ; 26 ; 69.245.734 ; 30 ; 135.962.576 ; 56 ; 205.208.310 ; 249 ; 334.577.508 ;
49;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;BANRISUL - PRUDENCIAL; 592 ; 134.057.651 ; 821 ; 50.898.044 ; 366 ; 9.954.367 ; 381 ; 9.743.915 ; 2.160 ; 204.653.977 ; 13 ; 19.392.027 ; 78 ; 107.847.353 ; 91 ; 127.239.380 ; 2.251 ; 331.893.357 ;
50;00.360.305;CAIXA ECONOMICA FEDERAL;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL; 107 ; 53.197.408 ; 73 ; 3.321.587 ; 6.857 ; 47.940.888 ; 1.630 ; 43.128.413 ; 8.667 ; 147.588.296 ; 124 ; 53.444.768 ; 136 ; 83.185.703 ; 260 ; 136.630.471 ; 8.927 ; 284.218.767 ;
51;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;ADVANCED CC LTDA - PRUDENCIAL; 194 ; 6.514.511 ; 2.423 ; 38.208.885 ; 1.772 ; 34.914.110 ; 2.781 ; 44.392.709 ; 7.170 ; 124.030.215 ; 356 ; 92.905.109 ; 109 ; 52.444.301 ; 465 ; 145.349.410 ; 7.635 ; 269.379.625 ;
52;00.416.968;BANCO INTER S.A.;INTER - PRUDENCIAL; 58 ; 3.107.501 ; 219 ; 1.109.073 ; 81.824 ; 104.695.227 ; 208.502 ; 86.352.146 ; 290.603 ; 195.263.947 ; 5 ; 20.380.531 ; 7 ; 35.196.389 ; 12 ; 55.576.920 ; 290.615 ; 250.840.867 ;
53;45.246.410;BANCO GENIAL S.A.;GENIAL - PRUDENCIAL; 17 ; 652.337 ; 55 ; 6.437.871 ; 378 ; 57.919.539 ; 455 ; 84.999.659 ; 905 ; 150.009.406 ; 26 ; 55.714.711 ; 9 ; 23.456.441 ; 35 ; 79.171.152 ; 940 ; 229.180.558 ;
54;71.677.850;FRENTE CORRETORA DE CÂMBIO S.A.;FRENTE CC - PRUDENCIAL; 7 ; 284.051 ; 175 ; 4.959.981 ; 382 ; 66.495.333 ; 2.505 ; 67.549.568 ; 3.069 ; 139.288.933 ; 577 ; 37.133.227 ; 164 ; 31.269.525 ; 741 ; 68.402.752 ; 3.810 ; 207.691.685 ;
