Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Set/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
145;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 943 ; 2.936.941 ; 1.475 ; 10.534.826 ; 2.418 ; 13.471.767 ; 748 ; 7.669.690 ; 2 ; 21.139 ; 750 ; 7.690.828 ; 3.168 ; 21.162.595 ;
146;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 3 ; 105.362 ; 56 ; 1.543.304 ; 350 ; 4.754.304 ; 1.077 ; 4.738.984 ; 1.486 ; 11.141.954 ; 566 ; 5.716.143 ; 167 ; 4.300.386 ; 733 ; 10.016.529 ; 2.219 ; 21.158.483 ;
147;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 1 ; 1.391 ; 293 ; 889.549 ; 1.502 ; 9.098.178 ; 1.796 ; 9.989.119 ; 1.992 ; 9.302.537 ; 31 ; 1.090.552 ; 2.023 ; 10.393.089 ; 3.819 ; 20.382.208 ;
148;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 9.516 ; 3.510.294 ; 13.004 ; 9.885.829 ; 22.520 ; 13.396.123 ; 781 ; 6.618.457 ; 14 ; 225.184 ; 795 ; 6.843.641 ; 23.315 ; 20.239.764 ;
149;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 1 ; 1.633 ; 119 ; 5.031.932 ; 82 ; 1.185.445 ; 675 ; 3.006.255 ; 877 ; 9.225.265 ; 693 ; 8.164.650 ; 58 ; 1.183.466 ; 751 ; 9.348.116 ; 1.628 ; 18.573.381 ;
150;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 1.654 ; 1.201.172 ; 1.865 ; 3.545.699 ; 3.519 ; 4.746.871 ; 351 ; 7.535.758 ; 142 ; 5.193.376 ; 493 ; 12.729.135 ; 4.012 ; 17.476.006 ;
151;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 10 ; 355.111 ; 71 ; 356.411 ; 1.190 ; 7.780.818 ; 1.271 ; 8.492.340 ; 1.755 ; 7.991.860 ; 29 ; 214.451 ; 1.784 ; 8.206.312 ; 3.055 ; 16.698.652 ;
152;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 869 ; 4.724.790 ; 1.145 ; 7.860.825 ; 2.014 ; 12.585.615 ; 450 ; 3.427.062 ; 38 ; 296.981 ; 488 ; 3.724.043 ; 2.502 ; 16.309.658 ;
153;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 65 ; 1.746.447 ; 116 ; 2.789.389 ; 22 ; 179.444 ; 304 ; 3.143.564 ; 507 ; 7.858.843 ; 197 ; 5.885.458 ; 64 ; 1.884.064 ; 261 ; 7.769.522 ; 768 ; 15.628.365 ;
154;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 5.901 ; 2.295.592 ; 9.030 ; 6.718.072 ; 14.931 ; 9.013.664 ; 360 ; 4.465.455 ;;; 360 ; 4.465.455 ; 15.291 ; 13.479.120 ;
155;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 9 ; 28.552 ; 360 ; 306.679 ; 4.439 ; 6.468.978 ; 4.808 ; 6.804.209 ; 767 ; 6.315.337 ; 14 ; 85.826 ; 781 ; 6.401.162 ; 5.589 ; 13.205.371 ;
156;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 428 ; 358.773 ; 3.770 ; 5.951.423 ; 4.198 ; 6.310.196 ; 609 ; 5.585.483 ;;; 609 ; 5.585.483 ; 4.807 ; 11.895.679 ;
157;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 12 ; 108.000 ; 45 ; 828.477 ; 75 ; 3.334.822 ; 148 ; 3.361.508 ; 280 ; 7.632.806 ; 6 ; 2.105.250 ; 5 ; 1.713.705 ; 11 ; 3.818.955 ; 291 ; 11.451.761 ;
158;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;; 4 ; 52.284 ; 947 ; 2.313.512 ; 1.524 ; 5.203.956 ; 2.475 ; 7.569.752 ; 718 ; 3.155.131 ; 5 ; 212.189 ; 723 ; 3.367.321 ; 3.198 ; 10.937.073 ;
159;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 646 ; 319.282 ; 2.729 ; 5.494.064 ; 3.375 ; 5.813.346 ; 390 ; 5.094.745 ;;; 390 ; 5.094.745 ; 3.765 ; 10.908.091 ;
160;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 4 ; 545.577 ; 325 ; 705.537 ; 49 ; 2.933.164 ; 378 ; 4.184.279 ; 11 ; 5.320.000 ; 2 ; 400.000 ; 13 ; 5.720.000 ; 391 ; 9.904.279 ;
161;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;; 9 ; 171.159 ; 30 ; 2.198.431 ; 39 ; 2.369.590 ; 1 ; 2.170.000 ; 3 ; 4.468.570 ; 4 ; 6.638.570 ; 43 ; 9.008.160 ;
162;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 2 ; 57.434 ; 92 ; 1.525.594 ; 1.290 ; 3.010.484 ; 1.384 ; 4.593.513 ; 379 ; 2.850.510 ; 32 ; 1.366.554 ; 411 ; 4.217.064 ; 1.795 ; 8.810.577 ;
163;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 959 ; 404.378 ; 4.042 ; 4.166.600 ; 5.001 ; 4.570.979 ; 1.653 ; 3.748.667 ; 1 ; 7.000 ; 1.654 ; 3.755.667 ; 6.655 ; 8.326.646 ;
164;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;; 18 ; 1.780.670 ; 27 ; 407.089 ; 45 ; 2.187.759 ; 1 ; 113.980 ; 6 ; 5.500.000 ; 7 ; 5.613.980 ; 52 ; 7.801.739 ;
165;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 132 ; 126.411 ; 1.482 ; 2.857.151 ; 1.614 ; 2.983.562 ; 525 ; 2.731.449 ; 1 ; 2.000 ; 526 ; 2.733.449 ; 2.140 ; 5.717.011 ;
166;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 3.039 ; 361 ; 408.755 ; 648 ; 2.265.661 ; 1.010 ; 2.677.455 ; 312 ; 1.863.235 ; 1 ; 291 ; 313 ; 1.863.525 ; 1.323 ; 4.540.980 ;
167;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.;;;;; 142 ; 473.069 ; 301 ; 2.060.543 ; 443 ; 2.533.612 ; 167 ; 1.663.624 ;;; 167 ; 1.663.624 ; 610 ; 4.197.236 ;
168;21.148.439;SEALANDAIR CORRETORA DE CÂMBIO LTDA.;;;;; 125 ; 82.692 ; 1.864 ; 1.803.070 ; 1.989 ; 1.885.762 ; 104 ; 1.765.695 ; 1 ; 16.136 ; 105 ; 1.781.830 ; 2.094 ; 3.667.592 ;
169;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 3 ; 34.786 ; 65 ; 523.090 ; 37 ; 421.178 ; 130 ; 472.550 ; 235 ; 1.451.604 ; 42 ; 953.957 ; 70 ; 569.881 ; 112 ; 1.523.838 ; 347 ; 2.975.442 ;
170;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 13 ; 444.723 ; 14 ; 115.303 ; 139 ; 782.943 ; 166 ; 1.342.969 ; 147 ; 1.229.263 ; 15 ; 116.900 ; 162 ; 1.346.163 ; 328 ; 2.689.132 ;
171;14.652.687;CAMBIALL CASH CORRETORA DE CÂMBIO LTDA.;;;;; 1.094 ; 540.624 ; 815 ; 602.312 ; 1.909 ; 1.142.936 ; 5 ; 20.043 ;;; 5 ; 20.043 ; 1.914 ; 1.162.979 ;
172;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;; 9 ; 353.578 ; 49 ; 510.378 ; 58 ; 863.956 ;;;;; -   ; -   ; 58 ; 863.956 ;
173;05.816.451;BRASIL PLURAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;;;; 30 ; 275.121 ; 30 ; 275.121 ; 24 ; 282.006 ; 1 ; 7.102 ; 25 ; 289.108 ; 55 ; 564.229 ;
174;15.219.389;MACRO PARTICIPAÇOES LTDA;;;;;;; 17 ; 277.511 ; 17 ; 277.511 ;;;;; -   ; -   ; 17 ; 277.511 ;
175;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;;;;;; -   ; -   ;;; 2 ; 234.000 ; 2 ; 234.000 ; 2 ; 234.000 ;
176;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA;;;;; 1 ; 67 ; 66 ; 107.775 ; 67 ; 107.842 ; 11 ; 112.700 ;;; 11 ; 112.700 ; 78 ; 220.542 ;
177;06.917.793;PREVIBANK S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;;;;; 1 ; 358 ; 6 ; 105.618 ; 7 ; 105.975 ;;;;; -   ; -   ; 7 ; 105.975 ;
178;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;;;;; 3 ; 156 ; 5 ; 31.735 ; 8 ; 31.890 ; 2 ; 66.883 ;;; 2 ; 66.883 ; 10 ; 98.773 ;
179;33.042.953;CITIBANK N.A.;;;;; 12 ; 15.686 ; 23 ; 14.995 ; 35 ; 30.681 ;;;;; -   ; -   ; 35 ; 30.681 ;
180;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;;;; 4 ; 16.933 ; 3 ; 1.150 ; 7 ; 18.083 ;;; 4 ; 3.382 ; 4 ; 3.382 ; 11 ; 21.465 ;
181;09.516.419;BANCO ORIGINAL DO AGRONEGÓCIO S.A.;;;;;;; 18 ; 2.690 ; 18 ; 2.690 ; 20 ; 2.539 ;;; 20 ; 2.539 ; 38 ; 5.228 ;
;;;;;;;;;;; -   ; -   ;;;;; -   ; -   ; -   ; -   ;
Total;;; 321.586 ; 128.074.327.761 ; 819.065 ; 92.642.433.544 ; 1.635.712 ; 321.728.362.597 ; 2.002.659 ; 372.920.732.259 ; 4.779.022 ; 915.365.856.162 ; 405.378 ; 483.176.463.136 ; 405.378 ; 483.209.476.901 ; 810.756 ; 966.385.940.037 ; 5.589.778 ; 1.881.751.796.199 ;
"Fonte: Sistema Câmbio; Dados extraídos em: 10.10.2016";;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbancário incluem os registros de contratos de Arbitragens no País (conta-fato 80), no Exterior (conta-fato 83) e Operações com o BC ;;;;;;;;;;;;;;;;;;;;;
