Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Set/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
145;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 14.945 ; 415 ; 6.148.993 ; 44 ; 1.075.785 ; 814 ; 4.522.191 ; 1.274 ; 11.761.913 ; 614 ; 10.450.264 ; 20 ; 861.920 ; 634,0 ; 11.312.184 ; 1.908 ; 23.074.097 ;
146;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;; 1 ; 10.056 ; 15 ; 92.283 ; 1.419 ; 10.997.725 ; 1.435 ; 11.100.064 ; 1.297 ; 11.006.208 ; 3 ; 92.042 ; 1.300,0 ; 11.098.250 ; 2.735 ; 22.198.315 ;
147;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 1.019 ; 787.944 ; 6.686 ; 10.619.570 ; 7.705 ; 11.407.514 ; 1.498 ; 9.843.637 ; 1 ; 4.808 ; 1.499,0 ; 9.848.445 ; 9.204 ; 21.255.959 ;
148;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 134 ; 312.278 ; 2.541 ; 10.018.435 ; 2.675 ; 10.330.712 ; 670 ; 9.936.608 ; 17 ; 172.019 ; 687,0 ; 10.108.627 ; 3.362 ; 20.439.340 ;
149;19.878.228;TITUR CORRETORA DE C∂MBIO LTDA.;;;;; 11 ; 14.597 ; 116 ; 9.936.764 ; 127 ; 9.951.361 ; 345 ; 9.922.409 ;;; 345,0 ; 9.922.409 ; 472 ; 19.873.770 ;
150;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 462 ; 279.457 ; 3.301 ; 9.246.330 ; 3.763 ; 9.525.787 ; 560 ; 9.142.972 ; 4 ; 1.015 ; 564,0 ; 9.143.987 ; 4.327 ; 18.669.774 ;
151;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 344 ; 545.317 ; 4.010 ; 9.190.423 ; 4.354 ; 9.735.740 ; 599 ; 8.653.627 ; 1 ; 2.755 ; 600,0 ; 8.656.382 ; 4.954 ; 18.392.122 ;
152;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;; 8 ; 55.408 ; 2.982 ; 2.868.703 ; 6.025 ; 9.064.861 ; 9.015 ; 11.988.971 ; 571 ; 6.242.360 ;;; 571,0 ; 6.242.360 ; 9.586 ; 18.231.331 ;
153;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 647 ; 984.421 ; 1.354 ; 9.032.333 ; 2.001 ; 10.016.754 ; 800 ; 8.046.228 ;;; 800,0 ; 8.046.228 ; 2.801 ; 18.062.983 ;
154;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 129 ; 3.780.440 ; 22 ; 234.647 ; 492 ; 4.626.095 ; 643 ; 8.641.182 ; 333 ; 8.494.409 ; 12 ; 191.483 ; 345,0 ; 8.685.892 ; 988 ; 17.327.074 ;
155;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 325 ; 163.749 ; 7.265 ; 6.800.367 ; 7.590 ; 6.964.116 ; 834 ; 6.768.030 ; 1 ; 20.000 ; 835,0 ; 6.788.030 ; 8.425 ; 13.752.147 ;
156;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 1.900 ; 1.252.008 ; 6.407 ; 5.988.403 ; 8.307 ; 7.240.411 ; 235 ; 4.771.090 ;;; 235,0 ; 4.771.090 ; 8.542 ; 12.011.501 ;
157;12.392.983;MIRAE ASSET SECURITIES (BRASIL) CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 2 ; 2.814 ; 290 ; 5.530.693 ; 292 ; 5.533.507 ; 185 ; 5.606.188 ; 3 ; 78.310 ; 188,0 ; 5.684.498 ; 480 ; 11.218.005 ;
158;58.497.702;BANCO INTERCAP S.A.;;;;; 1 ; 151 ; 9 ; 193.613 ; 10 ; 193.764 ; 1 ; 9.000.000 ; 2 ; 1.250.000 ; 3,0 ; 10.250.000 ; 13 ; 10.443.764 ;
159;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 3 ; 41.157 ; 76 ; 953.511 ; 22 ; 356.577 ; 411 ; 3.704.445 ; 512 ; 5.055.690 ; 393 ; 4.497.105 ; 6 ; 231.469 ; 399,0 ; 4.728.574 ; 911 ; 9.784.264 ;
160;09.274.232;NATIXIS BRASIL S.A. BANCO MÈLTIPLO; 2 ; 1.340.539 ;;; 11 ; 4.572.965 ; 18 ; 126.073 ; 31 ; 6.039.577 ;;; 5 ; 3.600.000 ; 5,0 ; 3.600.000 ; 36 ; 9.639.577 ;
161;71.677.850;FRENTE CORRETORA DE C∂MBIO LTDA.;;;;; 381 ; 1.925.444 ; 650 ; 4.584.398 ; 1.031 ; 6.509.843 ; 195 ; 2.740.401 ;;; 195,0 ; 2.740.401 ; 1.226 ; 9.250.244 ;
162;50.585.090;BCV - BANCO DE CRêDITO E VAREJO S/A;;;;; 12 ; 3.046.264 ; 34 ; 2.646.033 ; 46 ; 5.692.296 ; 1 ; 500.000 ; 2 ; 3.044.065 ; 3,0 ; 3.544.065 ; 49 ; 9.236.361 ;
163;33.124.959;BANCO RURAL S.A.;;;;; 7 ; 196.160 ; 28 ; 6.991.637 ; 35 ; 7.187.797 ; 21 ; 457.460 ; 22 ; 477.966 ; 43,0 ; 935.426 ; 78 ; 8.123.223 ;
164;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 149 ; 189.422 ; 1.427 ; 3.593.784 ; 1.576 ; 3.783.206 ; 445 ; 3.398.090 ; 7 ; 7.479 ; 452,0 ; 3.405.568 ; 2.028 ; 7.188.774 ;
165;04.913.711;BANCO DO ESTADO DO PARµ S.A.; 32 ; 1.384.847 ;;; 138 ; 146.756 ; 523 ; 1.795.868 ; 693 ; 3.327.471 ; 13 ; 1.844.643 ; 6 ; 1.567.793 ; 19,0 ; 3.412.436 ; 712 ; 6.739.907 ;
166;07.333.726;ONNIX CORRETORA DE C∂MBIO LTDA.; 2 ; 18.952 ; 11 ; 114.929 ; 235 ; 628.945 ; 1.622 ; 2.858.228 ; 1.870 ; 3.621.055 ; 738 ; 2.671.466 ; 55 ; 344.884 ; 793,0 ; 3.016.350 ; 2.663 ; 6.637.405 ;
167;15.077.393;MEGA CORRETORA DE C∂MBIO LTDA.;;;;; 294 ; 327.733 ; 725 ; 3.249.027 ; 1.019 ; 3.576.760 ; 448 ; 2.952.207 ; 7 ; 3.952 ; 455,0 ; 2.956.159 ; 1.474 ; 6.532.919 ;
168;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 1 ; 7.639 ; 379 ; 703.884 ; 47 ; 2.213.241 ; 427 ; 2.924.764 ; 4 ; 2.350.000 ; 3 ; 700.000 ; 7,0 ; 3.050.000 ; 434 ; 5.974.764 ;
169;17.312.661;AMARIL FRANKLIN CORRETORA DE T÷TULOS E VALORES LTDA;;; 12 ; 564.493 ; 11 ; 974.979 ; 139 ; 724.111 ; 162 ; 2.263.582 ; 41 ; 1.349.962 ; 10 ; 974.979 ; 51,0 ; 2.324.940 ; 213 ; 4.588.523 ;
170;34.266.668;KRAUS - SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 134 ; 347.450 ; 416 ; 2.148.006 ; 550 ; 2.495.456 ; 122 ; 1.808.145 ;;; 122,0 ; 1.808.145 ; 672 ; 4.303.601 ;
171;14.652.687;CAMBIALL CASH CORRETORA DE C∂MBIO LTDA.;;;;; 2.533 ; 1.432.705 ; 2.590 ; 1.935.464 ; 5.123 ; 3.368.168 ; 41 ; 506.213 ; 2 ; 21.922 ; 43,0 ; 528.135 ; 5.166 ; 3.896.303 ;
172;34.666.362;MONOP‡LIO CORRETORA DE C∂MBIO LTDA.;;;;; 405 ; 338.002 ; 692 ; 1.760.139 ; 1.097 ; 2.098.141 ; 86 ; 1.475.516 ; 1 ; 4.517 ; 87,0 ; 1.480.033 ; 1.184 ; 3.578.174 ;
173;62.280.490;DIBRAN DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 6 ; 42.705 ; 3 ; 2.302 ; 203 ; 1.173.868 ; 212 ; 1.218.874 ; 152 ; 1.314.461 ;;; 152,0 ; 1.314.461 ; 364 ; 2.533.334 ;
174;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA.;;;;; 68 ; 58.519 ; 247 ; 466.011 ; 315 ; 524.530 ; 38 ; 406.358 ;;; 38,0 ; 406.358 ; 353 ; 930.887 ;
175;09.512.542;CODEPE - CORRETORA DE VALORES S.A.;;;;; 1 ; 530 ; 23 ; 68.617 ; 24 ; 69.146 ; 31 ; 335.987 ; 4 ; 300.000 ; 35,0 ; 635.987 ; 59 ; 705.133 ;
176;04.866.275;BANCO STANDARD DE INVESTIMENTOS S.A.;;;;; 2 ; 10 ; 5 ; 991 ; 7 ; 1.001 ;;; 1 ; 446.966 ; 1,0 ; 446.966 ; 8 ; 447.967 ;
177;09.391.857;BANCO AZTECA DO BRASIL S.A.;;;;; 15 ; 7.341 ; 34 ; 53.692 ; 49 ; 61.033 ; 2 ; 100.000 ;;; 2,0 ; 100.000 ; 51 ; 161.033 ;
178;40.161.713;POSITIVA CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;;;; 19 ; 44.005 ; 19 ; 44.005 ; 10 ; 44.405 ;;; 10,0 ; 44.405 ; 29 ; 88.410 ;
179;18.520.834;UBS BRASIL BANCO DE INVESTIMENTO S.A.;;;;;;; 1 ; 34.908 ; 1 ; 34.908 ; 1 ; 34.908 ;;; 1,0 ; 34.908 ; 2 ; 69.815 ;
180;33.042.953;CITIBANK N.A.;;;;; 9 ; 3.293 ; 27 ; 34.462 ; 36 ; 37.754 ;;;;; -   ; -   ; 36 ; 37.754 ;
181;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 18 ; 20.710 ; 18 ; 20.710 ;;;;; -   ; -   ; 18 ; 20.710 ;
182;62.090.873;INTL FCSTONE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 1 ; 4.610 ;;; 1 ; 4.610 ;;; 1 ; 4.500 ; 1,0 ; 4.500 ; 2 ; 9.110 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 316.849 ; 172.523.812.279 ; 999.966 ; 166.746.945.286 ; 1.393.247 ; 376.478.633.865 ; 2.425.503 ; 381.760.609.336 ; 5.135.565 ; 1.097.510.000.766 ; 358.785 ; 565.703.119.785 ; 358.785 ; 565.733.435.109 ; 717.570 ; 1.131.436.554.894 ; 5.853.135 ; 2.228.946.555.660 ;
"Fonte: Sistema CÉmbio; Dados extra°dos em: 09.10.2014";;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbanc†rio incluem os registros de contratos de Arbitragens no Pa°s (conta-fato 80), no Exterior (conta-fato 83) e Operaá‰es com o BC ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
