Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Nov/2023;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;
134;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 102 ; 16.911.690 ; -   ; -   ; 108 ; 121.743 ; 98 ; 185.871 ; 308 ; 17.219.304 ; 3 ; 810.000 ; 36 ; 16.100.000 ; 39 ; 16.910.000 ; 347 ; 34.129.304 ;;
135;04.902.979;BANCO DA AMAZONIA S.A.; 65 ; 7.729.759 ; 8 ; 1.194.606 ; 359 ; 6.929.761 ; 334 ; 1.161.932 ; 766 ; 17.016.058 ; 13 ; 1.300.727 ; 130 ; 13.597.682 ; 143 ; 14.898.409 ; 909 ; 31.914.467 ;;
136;59.285.411;BANCO PAN S.A.; -   ; -   ; -   ; -   ; 160 ; 1.213.852 ; 692 ; 14.802.853 ; 852 ; 16.016.705 ; 50 ; 14.296.830 ; 2 ; 793.000 ; 52 ; 15.089.830 ; 904 ; 31.106.535 ;;
137;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 4 ; 613.595 ; 54 ; 1.372.277 ; 6.616 ; 5.384.294 ; 7.525 ; 10.742.296 ; 14.199 ; 18.112.462 ; 483 ; 9.015.463 ; 67 ; 2.913.619 ; 550 ; 11.929.082 ; 14.749 ; 30.041.544 ;;
138;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 52.561 ; 14.145.525 ; 27.531 ; 8.578.339 ; 80.092 ; 22.723.864 ; 56 ; 315.574 ; 412 ; 5.757.538 ; 468 ; 6.073.112 ; 80.560 ; 28.796.976 ;;
139;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 5.481 ; 3.839.419 ; 13.281 ; 13.119.137 ; 18.762 ; 16.958.556 ; 1.187 ; 10.066.172 ; 63 ; 788.912 ; 1.250 ; 10.855.084 ; 20.012 ; 27.813.640 ;;
140;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; -   ; -   ; -   ; -   ; 560 ; 2.840.918 ; 648 ; 5.006.345 ; 1.208 ; 7.847.263 ; 74 ; 9.333.945 ; 34 ; 7.280.800 ; 108 ; 16.614.745 ; 1.316 ; 24.462.008 ;;
141;61.033.106;BANCO CREFISA S.A.; -   ; -   ; 1 ; 3.680.000 ; 43 ; 1.549.758 ; 115 ; 8.324.564 ; 159 ; 13.554.322 ; 55 ; 10.710.267 ; -   ; -   ; 55 ; 10.710.267 ; 214 ; 24.264.589 ;;
142;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.; 3 ; 674.654 ; 67 ; 1.699.885 ; 154 ; 3.873.553 ; 507 ; 5.064.537 ; 731 ; 11.312.629 ; 524 ; 6.775.057 ; 146 ; 4.551.581 ; 670 ; 11.326.638 ; 1.401 ; 22.639.267 ;;
143;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; -   ; -   ; 4 ; 26.313 ; 1.202 ; 1.005.358 ; 6.546 ; 11.021.864 ; 7.752 ; 12.053.535 ; 1.813 ; 10.165.302 ; 60 ; 111.287 ; 1.873 ; 10.276.589 ; 9.625 ; 22.330.124 ;;
144;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 5 ; 68.920 ; 12.463 ; 5.231.117 ; 9.258 ; 9.275.943 ; 21.726 ; 14.575.980 ; 803 ; 5.647.431 ; 60 ; 1.546.366 ; 863 ; 7.193.797 ; 22.589 ; 21.769.777 ;;
145;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 3 ; 29.879 ; 4.101 ; 1.256.794 ; 8.257 ; 8.127.526 ; 12.361 ; 9.414.199 ; 1.354 ; 6.910.598 ; 2 ; 20.483 ; 1.356 ; 6.931.081 ; 13.717 ; 16.345.280 ;;
146;31.880.826;BANCO GUANABARA S.A.; -   ; -   ; 1 ; 162.206 ; 6 ; 6.000.750 ; 8 ; 525.000 ; 15 ; 6.687.956 ; 7 ; 689.146 ; 3 ; 6.000.000 ; 10 ; 6.689.146 ; 25 ; 13.377.102 ;;
147;33.775.974;ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES; -   ; -   ; 8 ; 173.536 ; 48 ; 1.646.870 ; 285 ; 4.484.620 ; 341 ; 6.305.026 ; 155 ; 4.790.494 ; 66 ; 1.674.037 ; 221 ; 6.464.531 ; 562 ; 12.769.557 ;;
148;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 516 ; 352.255 ; 2.442 ; 5.997.905 ; 2.958 ; 6.350.160 ; 638 ; 5.651.047 ; 1 ; 3.696 ; 639 ; 5.654.743 ; 3.597 ; 12.004.903 ;;
149;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; 10 ; 772.918 ; 62 ; 845.124 ; 1.334 ; 3.497.294 ; 1.406 ; 5.115.336 ; 1.084 ; 4.443.644 ; 29 ; 1.010.116 ; 1.113 ; 5.453.760 ; 2.519 ; 10.569.096 ;;
150;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 3 ; 208.281 ; 42 ; 1.003.730 ; 26 ; 312.081 ; 452 ; 3.497.250 ; 523 ; 5.021.342 ; 402 ; 4.655.161 ; 37 ; 674.590 ; 439 ; 5.329.751 ; 962 ; 10.351.093 ;;
151;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.; -   ; -   ; -   ; -   ; 142 ; 132.047 ; 3.677 ; 5.019.717 ; 3.819 ; 5.151.764 ; 1.175 ; 4.902.073 ; 16 ; 22.658 ; 1.191 ; 4.924.731 ; 5.010 ; 10.076.495 ;;
152;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS; -   ; -   ; 5 ; 129.286 ; 2.619 ; 1.682.706 ; 3.426 ; 4.097.666 ; 6.050 ; 5.909.658 ; 249 ; 2.956.574 ; 4 ; 276.000 ; 253 ; 3.232.574 ; 6.303 ; 9.142.232 ;;
153;45.056.494;MARMARIS CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 1 ; 11.802 ; 4.160 ; 2.293.531 ; 3.175 ; 3.568.629 ; 7.336 ; 5.873.962 ; 372 ; 1.449.722 ; 5 ; 112.990 ; 377 ; 1.562.712 ; 7.713 ; 7.436.674 ;;
154;41.560.568;PRONANCE SOCIEDADE CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 1.189 ; 657.187 ; 1.888 ; 2.507.403 ; 3.077 ; 3.164.590 ; 506 ; 1.852.242 ; -   ; -   ; 506 ; 1.852.242 ; 3.583 ; 5.016.832 ;;
155;20.155.248;UNIDA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; 698 ; 369.243 ; 1.744 ; 2.213.881 ; 2.442 ; 2.583.124 ; 142 ; 1.610.426 ; -   ; -   ; 142 ; 1.610.426 ; 2.584 ; 4.193.550 ;;
156;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA; -   ; -   ; -   ; -   ; 60 ; 209.565 ; 95 ; 724.271 ; 155 ; 933.836 ; 88 ; 687.845 ; 60 ; 175.710 ; 148 ; 863.555 ; 303 ; 1.797.391 ;;
157;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 10 ; 17.167 ; -   ; -   ; 4 ; 102.198 ; 5 ; 127.954 ; 19 ; 247.319 ; -   ; -   ; -   ; -   ; -   ; -   ; 19 ; 247.319 ;;
158;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 17 ; 13.021 ; 105 ; 122.042 ; 122 ; 135.063 ; 12 ; 77.056 ; -   ; -   ; 12 ; 77.056 ; 134 ; 212.119 ;;
159;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG; -   ; -   ; -   ; -   ; -   ; -   ; 46 ; 162.618 ; 46 ; 162.618 ; -   ; -   ; -   ; -   ; -   ; -   ; 46 ; 162.618 ;;
160;33.886.862;MASTER S/A CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 9 ; 58.500 ; 9 ; 58.500 ; 18 ; 117.000 ; 18 ; 117.000 ;;
161;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 38 ; 60.800 ; 38 ; 60.800 ; 1 ; 50.000 ; 1 ; 2.955 ; 2 ; 52.955 ; 40 ; 113.755 ;;
162;04.866.275;BANCO INBURSA S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 12 ; 7.917 ; 12 ; 7.917 ; -   ; -   ; -   ; -   ; -   ; -   ; 12 ; 7.917 ;;
163;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 1.371 ; 2 ; 1.371 ; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 1.371 ;;
164;05.816.451;GENIAL INSTITUCIONAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 1.000 ; -   ; -   ; 1 ; 1.000 ; 1 ; 1.000 ;;
165;52.937.216;BEXS CORRETORA DE CÂMBIO S/A; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 200 ; 2 ; 200 ; 4 ; 400 ; 4 ; 400 ;;
;;;;;;;;;;;;;;;;;;;;;;
Total;;; 364.968 ; 255.503.115.296 ; 1.062.013 ; 185.639.826.031 ; 16.745.371 ; 542.163.452.032 ; 22.859.201 ; 588.917.886.606 ; 41.031.553 ; 1.572.224.279.965 ; 487.802 ; 900.422.253.974 ; 487.802 ; 901.039.042.918 ; 975.604 ; 1.801.461.296.892 ; 42.007.157 ; 3.373.685.576.857 ;;
"Informações prestadas pelas Instituições no Sistema Câmbio;";;;;;;;;;;;;;;;;;;;;;;
Dados extraídos em: 22.12.2023;;;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Primário não incluem os registros de ingresso direcionado do arquivo ACAM204.;;;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbancário referem-se a registros de operações de arbitragens (no País e no exterior), operações entre instituições e operações com o Banco Central do Brasil.;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
