Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Jun/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
150;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 14.945 ; 284 ; 4.157.494 ; 21 ; 618.909 ; 175 ; 766.186 ; 481 ; 5.557.534 ; 346 ; 4.731.337 ; 13 ; 443.686 ; 359,0 ; 5.175.023 ; 840 ; 10.732.557 ;
151;58.497.702;BANCO INTERCAP S.A.;;;;; 1 ; 151 ; 9 ; 193.613 ; 10 ; 193.764 ; 1 ; 9.000.000 ; 2 ; 1.250.000 ; 3,0 ; 10.250.000 ; 13 ; 10.443.764 ;
152;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 55 ; 1.519.151 ; 12 ; 201.227 ; 280 ; 3.130.597 ; 347 ; 4.850.975 ; 197 ; 4.837.512 ; 9 ; 177.582 ; 206,0 ; 5.015.094 ; 553 ; 9.866.069 ;
153;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 93 ; 180.244 ; 1.733 ; 4.535.968 ; 1.826 ; 4.716.212 ; 382 ; 4.556.295 ; 13 ; 132.392 ; 395,0 ; 4.688.686 ; 2.221 ; 9.404.898 ;
154;12.392.983;MIRAE ASSET SECURITIES (BRASIL) CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 1 ; 1.830 ; 214 ; 4.395.738 ; 215 ; 4.397.568 ; 128 ; 4.395.738 ; 1 ; 1.830 ; 129,0 ; 4.397.568 ; 344 ; 8.795.135 ;
155;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 212 ; 106.015 ; 4.833 ; 4.196.760 ; 5.045 ; 4.302.776 ; 540 ; 4.177.226 ;;; 540,0 ; 4.177.226 ; 5.585 ; 8.480.002 ;
156;09.274.232;NATIXIS BRASIL S.A. BANCO MÈLTIPLO; 2 ; 1.340.539 ;;; 8 ; 4.109.118 ; 13 ; 80.161 ; 23 ; 5.529.818 ;;; 4 ; 2.900.000 ; 4,0 ; 2.900.000 ; 27 ; 8.429.818 ;
157;14.388.334;PARANµ BANCO S.A.; 3 ; 4.000.000 ;;; 1 ; 665 ; 8 ; 7.388 ; 12 ; 4.008.053 ; 2 ; 350.000 ; 3 ; 4.000.000 ; 5,0 ; 4.350.000 ; 17 ; 8.358.053 ;
158;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 1.299 ; 881.814 ; 4.196 ; 3.798.540 ; 5.495 ; 4.680.355 ; 146 ; 2.990.761 ;;; 146,0 ; 2.990.761 ; 5.641 ; 7.671.116 ;
159;33.124.959;BANCO RURAL S.A.;;;;; 3 ; 13.031 ; 18 ; 6.572.807 ; 21 ; 6.585.838 ; 21 ; 457.460 ; 22 ; 477.966 ; 43,0 ; 935.426 ; 64 ; 7.521.264 ;
160;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 2 ; 40.990 ; 51 ; 750.979 ; 15 ; 144.206 ; 279 ; 1.939.683 ; 347 ; 2.875.857 ; 264 ; 2.532.349 ; 2 ; 27.830 ; 266,0 ; 2.560.179 ; 613 ; 5.436.036 ;
161;50.585.090;BCV - BANCO DE CRêDITO E VAREJO S/A;;;;; 8 ; 1.045.787 ; 25 ; 2.633.841 ; 33 ; 3.679.628 ; 1 ; 500.000 ; 1 ; 1.044.065 ; 2,0 ; 1.544.065 ; 35 ; 5.223.692 ;
162;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 1 ; 7.639 ; 255 ; 475.059 ; 34 ; 2.086.793 ; 290 ; 2.569.491 ; 3 ; 2.000.000 ; 2 ; 500.000 ; 5,0 ; 2.500.000 ; 295 ; 5.069.491 ;
163;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 111 ; 140.676 ; 862 ; 2.333.804 ; 973 ; 2.474.480 ; 270 ; 2.191.833 ; 4 ; 1.085 ; 274,0 ; 2.192.918 ; 1.247 ; 4.667.398 ;
164;15.077.393;MEGA CORRETORA DE C∂MBIO LTDA.;;;;; 203 ; 227.101 ; 453 ; 1.991.600 ; 656 ; 2.218.700 ; 265 ; 1.788.352 ; 4 ; 1.499 ; 269,0 ; 1.789.851 ; 925 ; 4.008.552 ;
165;07.333.726;ONNIX CORRETORA DE C∂MBIO LTDA.; 2 ; 18.952 ; 9 ; 99.160 ; 170 ; 358.438 ; 1.031 ; 1.686.365 ; 1.212 ; 2.162.916 ; 423 ; 1.594.348 ; 30 ; 185.833 ; 453,0 ; 1.780.181 ; 1.665 ; 3.943.097 ;
166;14.652.687;CAMBIALL CASH CORRETORA DE C∂MBIO LTDA.;;;;; 1.744 ; 968.261 ; 1.806 ; 1.382.801 ; 3.550 ; 2.351.062 ; 34 ; 413.157 ; 2 ; 21.922 ; 36,0 ; 435.079 ; 3.586 ; 2.786.141 ;
167;04.913.711;BANCO DO ESTADO DO PARµ S.A.; 14 ; 86.524 ;;; 93 ; 49.503 ; 320 ; 1.175.404 ; 427 ; 1.311.431 ; 10 ; 1.405.593 ; 1 ; 553 ; 11,0 ; 1.406.146 ; 438 ; 2.717.577 ;
168;34.266.668;KRAUS - SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 110 ; 248.796 ; 246 ; 1.190.264 ; 356 ; 1.439.059 ; 60 ; 953.512 ;;; 60,0 ; 953.512 ; 416 ; 2.392.571 ;
169;17.312.661;AMARIL FRANKLIN CORRETORA DE T÷TULOS E VALORES LTDA;;; 8 ; 494.561 ;;; 47 ; 114.230 ; 55 ; 608.790 ; 13 ; 693.067 ;;; 13,0 ; 693.067 ; 68 ; 1.301.857 ;
170;62.280.490;DIBRAN DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 1 ; 13.465 ;;; 116 ; 531.686 ; 117 ; 545.151 ; 92 ; 559.596 ;;; 92,0 ; 559.596 ; 209 ; 1.104.747 ;
171;34.666.362;MONOP‡LIO CORRETORA DE C∂MBIO LTDA.;;;;; 118 ; 140.012 ; 195 ; 424.890 ; 313 ; 564.902 ; 27 ; 357.973 ; 1 ; 4.517 ; 28,0 ; 362.490 ; 341 ; 927.392 ;
172;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA.;;;;; 39 ; 31.572 ; 190 ; 391.822 ; 229 ; 423.395 ; 29 ; 333.749 ;;; 29,0 ; 333.749 ; 258 ; 757.144 ;
173;04.866.275;BANCO STANDARD DE INVESTIMENTOS S.A.;;;;; 2 ; 10 ; 5 ; 991 ; 7 ; 1.001 ;;; 1 ; 446.966 ; 1,0 ; 446.966 ; 8 ; 447.967 ;
174;09.512.542;CODEPE - CORRETORA DE VALORES S.A.;;;;;;; 20 ; 56.522 ; 20 ; 56.522 ; 18 ; 83.889 ;;; 18,0 ; 83.889 ; 38 ; 140.412 ;
175;18.520.834;UBS BRASIL BANCO DE INVESTIMENTO S.A.;;;;;;; 1 ; 34.908 ; 1 ; 34.908 ; 1 ; 34.908 ;;; 1,0 ; 34.908 ; 2 ; 69.815 ;
176;09.391.857;BANCO AZTECA DO BRASIL S.A.;;;;; 12 ; 7.141 ; 13 ; 11.818 ; 25 ; 18.959 ; 1 ; 40.000 ;;; 1,0 ; 40.000 ; 26 ; 58.959 ;
177;40.161.713;NSG POSITIVA CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;;;; 13 ; 29.380 ; 13 ; 29.380 ; 7 ; 29.480 ;;; 7,0 ; 29.480 ; 20 ; 58.860 ;
178;33.042.953;CITIBANK N.A.;;;;; 6 ; 2.236 ; 18 ; 26.506 ; 24 ; 28.741 ;;;;; -   ; -   ; 24 ; 28.741 ;
179;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 12 ; 13.797 ; 12 ; 13.797 ;;;;; -   ; -   ; 12 ; 13.797 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 205.113 ; 115.256.715.318 ; 655.295 ; 110.577.561.552 ; 898.428 ; 245.221.933.629 ; 1.559.668 ; 246.729.812.079 ; 3.318.504 ; 717.786.022.577 ; 231.186 ; 380.331.832.838 ; 231.186 ; 380.367.919.767 ; 462.372 ; 760.699.752.606 ; 3.780.876 ; 1.478.485.775.183 ;
"Fonte: Sistema CÉmbio; Dados extra°dos em: 09.07.2014";;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbanc†rio incluem os registros de contratos de Arbitragens no Pa°s (conta-fato 80), no Exterior (conta-fato 83) e Operaá‰es com o BC ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
